Attacker,Fast Move,Charged Move,Level,"Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Tapu Bulu, Tier 5","Tapu Bulu, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Tapu Koko, Tier 5","Tapu Koko, Tier 5","Tapu Lele, Tier 5","Tapu Lele, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Zacian (Hero), Tier 5","Zacian (Hero), Tier 5","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Azumarill, Tier 3","Azumarill, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Grotle, Tier 3","Grotle, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Togekiss, Tier 3","Togekiss, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Wigglytuff, Tier 3","Wigglytuff, Tier 3"
Nihilego,Poison Jab or Acid,Sludge Bomb,35,1.149850507681833,1.1536413788902002,1.1521987740840256,1.1546805339084807,1.2170995890573475,1.2448876330222094,1.2160488491855572,1.218749707120686,1.2311700897868287,1.2499605858976126,1.1580944656638388,1.194683545493527,1.2531035136128463,1.2476139866944036,1.2061152971004268,1.2331817229730164,1.1815951476673658,1.2202517317612382,1.1787307883568885,1.234058513354056,1.0790758714254807,1.0882560426670136,1.1864779609847207,1.216964792654973,1.251590734315266,1.3121805745151356,1.2093386133219874,1.269830330847014,1.349151225566281,1.3875299127298473,1.1850358463679629,1.2491936572784679,1.2166113397326315,1.2809039773830442,1.3790100299659005,1.4588952604825758,1.2120867607949282,1.2488552754293338,1.229124550281726,1.2538570034859025,1.3095884050471793,1.318514698417227,1.2296202837684804,1.2778475445767314,1.189785986792379,1.260556961311197,1.2324281199826388,1.3083321311357161,1.1741172188042366,1.2166006944482803
Nidoking,Poison Jab,Sludge Wave,40,1.6786691687163138,1.5524572813205604,1.6882234541293157,1.56525180104905,1.763507855406723,1.6708050922566435,1.8595247877431018,1.6505933164159567,1.7731076827643741,1.7067496274454463,1.629404039974504,1.5984609822887625,1.9768471123129876,1.7878687905618011,1.764057830520238,1.705578608877341,1.6028631029986964,1.604574751998186,1.600836253692813,1.5877861333812362,1.8816521180929022,1.6029988916133513,1.7724605384945098,1.7207239837743482,1.714540413647954,1.7329727497175995,1.6543901004431263,1.6912214563921832,1.9750724032150226,1.946543921784286,1.6319007840075725,1.6808782714789343,1.639515023511974,1.6896231359716627,1.9416421110135973,1.9872403020998548,1.7909119662482038,1.711956638303883,1.6797800009114416,1.6778249641418934,1.945043287030754,1.873872778691843,1.6698268654685098,1.6842269617843157,1.7152312038859974,1.7167669856916372,1.6597072379343922,1.7378796716259393,1.66211323948081,1.670374312705001
Shadow Skuntank,Poison Jab,Sludge Bomb,50,1.1599252474056037,1.1644044396794526,1.1664417416354642,1.1690955931956106,1.2097981421645014,1.237365534310115,1.2396628721790166,1.24918912982582,1.2316907855198387,1.2617355865742035,1.2275903348069297,1.2328271626178398,1.2328176516286942,1.24485243276626,1.3297126506524428,1.296479860946237,1.2412801995351739,1.2429547984808118,1.2212911293023736,1.2286727003815048,1.1171403944144096,1.1319236551004306,1.2589607383127062,1.2598377020700338,1.2455024523782365,1.3029500288839748,1.2119060389418248,1.2674589763322561,1.3663547826296565,1.3786104299877173,1.210414520396883,1.2441361696810125,1.2075292680270306,1.2818065151608429,1.3753597664081534,1.4513522121525022,1.2202033305494249,1.2465949121288202,1.2090352328953202,1.2495827427927808,1.297166086945976,1.3741807342538408,1.2165620328262194,1.2746046398111113,1.2729389937667364,1.2568405565381955,1.2339454540140757,1.3020354397493792,1.2222178154817998,1.2311083498401973
Overqwil,Poison Jab,Sludge Bomb,50,1.1404708675531094,1.1483446873703553,1.1425489913041413,1.153974617995918,1.230987707658555,1.2377924937679194,1.2350786951196233,1.242472991620908,1.2382128206879575,1.2488181139052523,1.2463894331122576,1.2471236905064969,1.270120866403074,1.2795189063071113,1.2512029816299557,1.2739358424677625,1.2143072614931127,1.254018116886798,1.2296083326646567,1.248083421175162,1.1217149477500181,1.1279854042386668,1.218974818765931,1.2516323593662968,1.264806624548803,1.316725182778528,1.2147268775006073,1.281865095124769,1.3448783426659559,1.3953250306756617,1.2553137669104437,1.2879342385969395,1.2416443701490276,1.300077814451932,1.4184806508534409,1.4824448067131333,1.21421103013469,1.2634586820432474,1.2213405715228793,1.2606560910871856,1.3070249096057303,1.3792222252380917,1.220792370898297,1.2844043804716432,1.2323004480538922,1.2741524383324883,1.241459836857638,1.3225028697286227,1.223818603834159,1.2666183705101421
Shadow Beedrill,Poison Jab or Bug Bite,Sludge Bomb,50,1.5383720117088373,1.3519104942363191,1.5489268288822322,1.3561351370462709,1.3243725702602047,1.3273723682506422,1.3768905184482527,1.3398111361987137,1.371598863671023,1.3615113879907055,1.5384833515789689,1.4416866554850782,1.591268392935867,1.4908775416373077,1.5042157368006237,1.4528849767356784,1.4069193356385694,1.404911739697296,1.3930777730144497,1.3932402633424523,1.5641027137855734,1.3310762525398065,1.4626456757478687,1.4548972023381834,1.406542036301821,1.4339022433833621,1.3245668326154807,1.3859696012949674,1.7696890930310427,1.638967122149319,1.4095150037518926,1.3931212106479147,1.330513285567484,1.3997533728909075,1.5760009163939717,1.6291046568960112,1.3589268981936629,1.3668016774305878,1.3356088677819233,1.3741836740769247,1.641781701231418,1.5991795936776854,1.330855982188119,1.3858145694995914,1.4662558170396391,1.460674279757696,1.4357628503525135,1.4331586415830209,1.3907009000429749,1.354678522148658
Mega Beedrill,Poison Jab or Bug Bite,Sludge Bomb,50,0.9868511542162669,0.9137792061312229,0.9781368654477475,0.9103585288939485,0.9292219286584663,0.9429630323535843,0.9244970145735145,0.9289394080060969,0.9360755668220462,0.939032075561667,1.0595802422636769,0.9726830689024802,1.0668928562452653,0.9961935050534264,1.0508348359467978,1.0029532243056034,0.9425636641913725,0.9400886571056064,0.9253435716656101,0.9337675830714426,1.030526673728818,0.9241328832514917,0.9924946214739335,0.9751737590047603,0.9378128024078566,0.9874947107371117,0.9381549489045993,0.9853087539857547,1.097320227332884,1.110151314723097,0.9376320118838429,0.9581616772171094,0.9245724514488396,0.9658503473521208,1.0904896041997743,1.1400484429936033,0.9443274478713067,0.9541254415377222,0.9347314020971726,0.9601275439613401,1.1057668396684879,1.1025045897362007,0.9292088641294454,0.974624678340705,1.0072510492949034,0.9807978551880077,0.9838595642489644,1.0080978425112832,0.9177775058855762,0.9565406400281049
Shadow Beedrill,Poison Jab or Bug Bite,Sludge Bomb,30,1.832300465616338,1.592682105411283,1.7892617337659555,1.556305310438695,1.6011100842334822,1.583698268450254,1.5935822802828399,1.5829542757415986,1.7165485961921036,1.606189195423926,1.8666780675619963,1.691271930724431,2.2415392906802643,1.875110154243305,1.8936932055870082,1.7536339084987989,1.720055008219489,1.6862839068080042,1.7068682205756778,1.6105669066668375,2.061613969132658,1.679177974482992,2.1209983041336486,1.736850989462437,1.7015507934814205,1.673781721779253,1.601412332682676,1.6259480385959055,2.0302960114454485,1.9214074168272752,1.696615124668443,1.6676665247708782,1.6094557439775727,1.6151265952862401,1.8873437156999777,1.9180609953234848,1.6573010259231837,1.6037196608834756,1.6255220966451993,1.6180330287979392,2.1206085652360476,1.9812894978635134,1.623092172492317,1.6232717667914291,1.780924918117494,1.7218447588464842,1.791021573643517,1.7109077980755718,1.6783348928775415,1.5913680056651778
Overqwil,Poison Jab,Sludge Bomb,30,1.3465748476225166,1.3332875997098104,1.3499714485143335,1.33864204007118,1.4046265005786607,1.4190951183335354,1.473442925401546,1.4497929358270483,1.4546047055498064,1.4714423671315167,1.488061210887412,1.4604190447982976,1.4630942039354415,1.4737627403660567,1.5836520549866657,1.5332633921538612,1.46108950739754,1.4479138370840656,1.4150832419260881,1.4122742598870617,1.2974712675310678,1.3099406694505247,1.5441241233364875,1.5170025199869963,1.458293564208892,1.5203698988508962,1.4461863612613879,1.4940729696681887,1.67476319748791,1.6500729401646512,1.4486812320207911,1.4753660060611447,1.4222284520928736,1.490087844333212,1.6413898355201837,1.7406543159816856,1.4505988334865083,1.4652763048409672,1.4372538919754683,1.4779687081716864,1.500470812511803,1.5751004428900526,1.4266759121988517,1.4885622526775155,1.5473976140120538,1.5099114854759124,1.463794782379431,1.527216562220567,1.4657077495169464,1.4662392742209
Shadow Crobat,Bite or Air Slash,Sludge Bomb,30,1.915559385281753,1.7195176175270463,1.6174580506501117,1.4511917557004474,1.3981071481298684,1.4248269907975089,1.6850444147223953,1.7165729279304214,1.7474812562853141,1.7770781327123302,2.2202814019112473,2.143517060824732,1.9969198522374976,1.8980448721031193,2.0150623367747085,1.8854050524699815,1.7175783232243071,1.7605502635904997,1.6741644162708735,1.7341685264112043,2.147553929171251,1.6031521295944375,1.7199068205301289,1.7582941116787008,1.7625148559296777,1.8139490464608854,1.4286552179863525,1.4981928131969986,2.0077765758003676,2.002680885195843,1.713290203641674,1.733582796717895,1.4055083842798897,1.4867672054136734,1.9635999896006489,2.044602596540808,1.457468430753001,1.4639861279209783,1.4371430221657824,1.4837346338199715,1.9844815229550337,2.032386010241508,1.413443383302065,1.4770995594304346,1.7777219322027595,1.750115170813735,1.7683482302200146,1.8391761173908665,1.689998801342055,1.7369509235189946
Nidoqueen,Poison Jab,Sludge Wave,40,1.7581793899237586,1.692702655510408,1.7682492511149186,1.701032739667743,1.877131165932809,1.8103653224615834,1.8760094173165551,1.824379670598986,1.9075544913389928,1.8758042517399123,1.7653798899439175,1.7476202827888165,2.142084720561699,1.927319214072156,1.8476103834985962,1.8525604615671434,1.7127037242786691,1.7563359446743383,1.7611379821682314,1.7521089568700163,1.778009522715463,1.7293680347517333,1.851457844572503,1.8773092253887138,1.844300106337181,1.8912176159130463,1.787029626714605,1.8554250557598864,2.126356531772043,2.084080749189206,1.8125376386560499,1.8784509805419287,1.8398594490668614,1.907824349217925,2.1279470774662412,2.1655616487037856,1.8706354072725957,1.8593318934530565,1.833049514039679,1.8478910447742092,2.079399981866283,2.0062307220973206,1.8004602482193108,1.843658247049061,1.8185656762126272,1.8998283817042203,1.8083064807986242,1.9131905537114953,1.8152455204992604,1.8301875374925842
Skuntank,Poison Jab,Sludge Bomb,30,1.6407020239917045,1.6210179892736205,1.6527045973311458,1.6290271229651152,1.6770839078125914,1.7015141188942013,1.721416000290296,1.7293828783534129,1.6649449040250497,1.6939936344613713,1.7288718466390074,1.7314811768887501,1.8162027068680087,1.7729151776859344,1.9099842805623,1.8227334717120018,1.7487404115412961,1.729380193866561,1.6819256463102996,1.7088744046301096,1.599676858973036,1.5906630603966827,1.7695604620873444,1.7402490997827884,1.7055814141741208,1.786119024052808,1.714042029786416,1.7749662969830906,1.90154074412411,1.8810150526681917,1.6926708582302648,1.7213416681246247,1.6579487708896667,1.7374516903522772,1.9074195788379977,2.0305309253318105,1.6541287405047072,1.6783619521033812,1.7370323638016554,1.7746792718638464,1.797464571394581,1.8756540987686974,1.6833809268858668,1.7625406434543611,1.7567806536111965,1.721770649489024,1.7413398243713647,1.8207744101044296,1.7119169247187573,1.7006250973564345
Muk (Alola),Poison Jab,Gunk Shot,45,1.4827567936525505,1.4338839816053017,1.4899878826084032,1.4368726565888554,1.541630204225402,1.5392570967575054,1.5245531192357846,1.5211092990754185,1.478480716301372,1.4953551500592608,1.544314771995657,1.5181413499355434,1.5512041555772969,1.5019107925574229,1.5557096120232259,1.5388877813530886,1.5429966101694919,1.5636875914063832,1.5520041258950965,1.553599450374921,1.3326862590286184,1.3560783669459626,1.5372464017194718,1.5495608348052239,1.522359636761021,1.5815216151477132,1.556189272044967,1.6256644933217708,1.678706184717162,1.7229108139800977,1.4882932337290369,1.5453211753174398,1.5352028754220555,1.6198735609866979,1.7816074960297088,1.8688817067915908,1.4794053267916885,1.5378546586243467,1.5105420356832184,1.5424484750295868,1.643631600254334,1.7217999042493537,1.549315312070245,1.6112043516161605,1.526870604164356,1.589595969374116,1.5085131136959742,1.6101108343292918,1.5177322938335955,1.5933360418215623
Shadow Venusaur,Vine Whip,Sludge Bomb,45,1.3528433571911833,1.340284758304664,1.4259527671198373,1.4267460837839432,1.481668629023083,1.5212843561899307,1.6247014633592258,1.6696069813937429,1.1899186243769457,1.1656662143173497,1.3678764797045917,1.3626062400874965,1.5842968414630643,1.4766686073118984,1.4136940490633005,1.4089252361645512,1.3465969956351684,1.4093051867807949,1.3975040126384113,1.4244014135113952,1.6481668463477548,1.3377096849809333,1.5476569090506256,1.5595650796477403,1.2208096159719182,1.2715786288022903,1.5674998960434434,1.673886474619233,1.5799553536041218,1.6208801863732845,1.3407286055725882,1.4185969000114818,1.551291600566371,1.6761501924998463,1.6129371189144328,1.68036306637777,1.366835268876456,1.4082005499121824,1.5446347108251055,1.6189848120324097,1.556400047124564,1.56206351305541,1.5175454911427246,1.6051101031321777,1.5239630299444116,1.590801208059457,1.5932347780017737,1.7184657864921906,1.3765436449586215,1.4211316214803922
Gengar,Lick,Sludge Bomb,35,1.4259716786170427,1.3528411262827187,1.4407761410400381,1.3546406788216796,1.4377291929503062,1.4312101512057889,1.5620021802637032,1.548902414495061,1.3640945474509278,1.3729414776830264,1.4377065815297934,1.4031649634286865,1.4253965725445759,1.3638151898590245,1.4348234826149315,1.4110541914721726,1.3939954877841394,1.3943641743665327,1.548206146165765,1.573368437628466,1.5275363092357748,1.2211761268707628,1.4658267814361647,1.4574209993394611,1.4050270258336799,1.4413396829017908,1.3595562591790626,1.4223741327160624,1.5518131668701924,1.4675517862807592,1.4432423514997526,1.462883440430099,1.3807007657373953,1.4413931969181084,1.4391454521961822,1.4707102854732725,1.4133353812234093,1.4134103100525943,1.5050778372836278,1.4682936827467488,1.5307314529323204,1.4487721047990247,1.398568970901274,1.4553638890647373,1.4576716968286196,1.4482712197336038,1.4116076947280318,1.4575540553649313,1.5777760531342422,1.5882337913274613
Gengar,Hex,Sludge Bomb,35,1.5016159070637856,1.446076840209894,1.509603458661079,1.445386315623039,1.4465543336074262,1.4526136365931337,1.5567945557650624,1.5506449112374419,1.411132432672766,1.4526083544150452,1.5022389921853052,1.4889121517077102,1.5442341981363537,1.4982622130337502,1.4677937138930766,1.4714902076279155,1.448731115016156,1.455976826710504,1.5411033726551175,1.5915907548254955,1.6761180100633917,1.343939486495008,1.494757723025061,1.4878624422546118,1.4240188831284475,1.461632422905544,1.3946243612698248,1.4543464989541066,1.6498159769323348,1.569354190980699,1.4339535323018628,1.481998654111779,1.3881872812770815,1.4295838877865599,1.4857650407298157,1.5312673505782295,1.419372984571111,1.412108005031341,1.4861826726039837,1.468897971897661,1.6483992085845247,1.5909642690697114,1.4015350822307644,1.4297653790807239,1.4688704156855406,1.4678884025907506,1.434320928312127,1.4854452214510194,1.5364393672411756,1.588505422684353
Gengar,Shadow Claw,Sludge Bomb,35,1.5247347685797135,1.3965438508654853,1.5446744296197705,1.4041950124107345,1.4224033938849359,1.4254041757722438,1.708392973908368,1.6938024774646139,1.480311549685181,1.4900371888702306,1.4501728530851363,1.4408154268785203,1.419480429566082,1.3277023980774703,1.5316114473595022,1.498256365338481,1.4395522702794628,1.4352081174536593,1.7571359627779763,1.8015543620891532,1.4870080252919806,1.1926254238976055,1.523171746328211,1.5168370332485055,1.4736220136361797,1.5171372117581694,1.443591665878204,1.5159610979499767,1.5483402230280157,1.450219361306529,1.4758885673096271,1.4980551870751082,1.4392889107776237,1.5045501943940636,1.4279317130110027,1.4444574617333519,1.4497512551118943,1.4400698362610662,1.5170412044517745,1.463212868532221,1.4736311786742866,1.4519270250713077,1.4417871718404516,1.4854138806976287,1.507974641265193,1.4999336477638654,1.491186855088343,1.559111590470138,1.8197588543260506,1.8591111537055103
Gengar,Sucker Punch,Sludge Bomb,35,1.6601449489872748,1.5677491291949124,1.5058598074740375,1.4192181779111117,1.4869372931971765,1.4859354272626533,1.7128993702323752,1.7140321172757262,1.5683870976056415,1.5967960093597218,1.608001743603416,1.615611669305416,1.754140404770385,1.6757113805532684,1.6378620883368726,1.6110383087431015,1.5830285357972906,1.593917442321864,1.5573454548234797,1.5839344793277783,1.8686563558701577,1.4369488948900728,1.6726505831999487,1.6739578290425914,1.6564264084157232,1.6951378151940746,1.4239075672538655,1.4963701082413745,1.8794874889191366,1.7868078197789992,1.614230413784042,1.619627667229602,1.4512959762086293,1.4975329712221017,1.731545761283671,1.7944944165713013,1.487279241939974,1.4654778998066385,1.5512152583121892,1.5222584845173717,1.8417098304959456,1.7812409584073745,1.4818490508198376,1.5133454153398298,1.666500454849387,1.6533311707419336,1.6055183357936929,1.6731971388525813,1.5737767612814704,1.619080038312864
Gengar,Lick,Sludge Wave,35,1.9508005743731254,1.6957117220082123,2.009563070223235,1.7114896030096138,1.937249957498244,1.802135542979282,2.2215475706897516,2.018783927440106,1.7484463540773942,1.6854509768038877,1.8811978184096416,1.7721906258736215,1.8133517808869313,1.618607739630411,1.8347372671203657,1.7552533124946914,1.8352173232809934,1.760435349469985,2.078011730040855,2.0667544093843415,2.083259303056983,1.5006181988484149,1.9442385891385867,1.843946336907974,1.7262419189261786,1.7672336143235081,1.695551623620617,1.740698148126944,1.9567479734593909,1.7703368319786494,1.8463337721150406,1.814852791101473,1.6955102311418817,1.7400381684811692,1.6781110464373392,1.7149889969519347,1.7809684662269256,1.7347431186372406,1.904045420954444,1.816527825762627,1.8325212623608136,1.7350708687609764,1.7427258910725163,1.7847241954039628,1.9365620053633124,1.8185722152735795,1.766163287869536,1.797925089822817,2.107831323970176,2.1143338499898916
Gengar,Shadow Claw,Sludge Wave,35,1.9663859583189074,1.7277746816772483,1.9928960221818979,1.7408261900137072,1.7830372243917147,1.6896240359169996,2.299482345575402,2.1506733801080458,1.8803078552843033,1.8109759790914093,1.833635223998365,1.7399605545832577,1.694782377722746,1.5462679702517523,1.8997004484403968,1.8190060818399905,1.7654702567881642,1.73515106853353,2.3443767804719373,2.3600723112851307,1.7369748932250952,1.385291294282736,1.871856445638062,1.887295248468233,1.7625512828532217,1.7900117375642532,1.7601407360847372,1.8101774372689978,1.883149099091234,1.696527349741793,1.8745979501453935,1.8283803175709379,1.7187155311622446,1.7788700045934775,1.6513762753133148,1.6353437790343734,1.739844481943834,1.7158762060941517,1.768211402602416,1.71414143448785,1.811943824747442,1.7018291376493504,1.7597411381852093,1.7744754281006925,1.9336189150672147,1.8153989756753344,1.8218044654594119,1.880617579279751,2.4689116738236305,2.476036645790501
