Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Arceus (Fire),Victini,Victini,Victini,Volcanion,Volcanion,Volcanion,Entei,Entei,Entei,Reshiram,Reshiram,Reshiram,Blacephalon,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Arcanine,Flareon,Flareon,Flareon,Lampent,Lampent,Lampent,Magmar,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Ninetales,Torracat,Torracat,Torracat,Typhlosion,Typhlosion,Typhlosion
Lycanroc (Midday),Rock Throw,Stone Edge,40,1.3842305636340688,1.330876317000006,1.3826718930151667,1.5823366127858254,1.375855802064851,1.583653882405987,1.450530394477958,1.3070963429065166,1.61868547655731,1.3664482387609076,1.3481478446558353,1.3939403207373016,1.5162312105363431,1.3527526818981892,1.5311703919616373,1.360082142631352,1.3157111828179446,1.518549398384472,1.385312207828442,1.3775692186320316,1.4287089853040542,1.4105322738847887,1.3795159880691348,1.437246289771774,1.3691738871424453,1.366131362664993,1.3971635582863169,1.361292016708509,1.3525855567400427,1.4403213391663612,1.3613446193237158,1.3585374913905963,1.3572715959753276,1.290212481132644,1.3347410722796715,1.3209148411843843,1.3156049594396755,1.34216113340489,1.3395520101927134,1.3564827454991493,1.3712595503093743,1.3526611340454113,1.3151403104488353,1.3530521338672923,1.338161736383203,1.3660512641505853,1.3404443158288164,1.3796920032825812
Aurorus,Rock Throw,Meteor Beam,35,1.3926666915163894,1.384207521163916,1.3923790842142985,1.6699019088098561,1.4254593804677846,1.6814102248437668,1.4340444504984597,1.360243959135923,1.4469593508181462,1.4064004348745622,1.3884090002184182,1.4318486179489052,1.449035099279964,1.3959515658666408,1.4987590442154486,1.3919076675296036,1.3512174401699513,1.627688906747865,1.4399057598176412,1.4260269190779438,1.495704983544038,1.3986650995767518,1.4084853565543152,1.421441543732065,1.3564237130270442,1.4091143762551028,1.3853909664526316,1.4351611004002212,1.4127234009315717,1.4731713183159671,1.4160117944465191,1.4447289541815698,1.418534791043625,1.3725140058064453,1.4136643233236716,1.3882947251273068,1.3458552943902158,1.4133999963767845,1.3575238493673945,1.3923506897896822,1.4409079853675433,1.4084607504088456,1.3789978300590886,1.445302241497676,1.3942111305983098,1.4534430183525606,1.4385274396066914,1.4955447867306209
Rampardos,Smack Down,Rock Slide,40,1.073261500691698,1.059700032784691,1.0725223626325684,1.16117538229288,1.0521956064595457,1.173085246272481,1.1340912433939605,1.044319044979327,1.2637419454162688,1.0328952368366915,1.046498454769958,1.0473272901388326,1.0981776392853413,1.0327815593358842,1.1460568754244536,1.090634666643875,1.0471073926231507,1.2299849135782948,1.0619029866611716,1.076223981353891,1.1105176266787398,1.052297772266557,1.0461206859680037,1.0703687966052067,1.041560661349893,1.049269660593472,1.053111495330275,1.0548706995073438,1.051749541528677,1.106936557120226,1.0629340994202747,1.062553166853034,1.0658068392322306,1.0205753152692394,1.0505742836170906,1.0366603241970997,1.0443844769736201,1.0625556070782334,1.0535918192064866,1.0477819151419066,1.0496403168345587,1.0454205602884563,1.0268011678604938,1.0675844999105006,1.039344672987681,1.0905967329032509,1.0533424567848904,1.1187434140494152
Mega Swampert,Mud Shot or Water Gun,Earthquake,30,1.2380020738223139,1.1948686452128845,1.069489905788489,1.2179164153184916,1.1923620002339077,1.0811991019945246,1.1823771341367653,1.1383964868500431,1.0283811077976641,1.1966900252089905,1.2047222206994173,1.0387053941238267,1.2472691293066918,1.1879176755866183,1.06717080801784,1.2864010042029064,1.2055818754798953,1.0776088492930196,1.280976057439087,1.2530860403087067,1.0933440104263294,1.2549161630327983,1.244222104081613,1.0631318326389303,1.2151721589974747,1.2696571213355787,1.0052647835114579,1.2031067878209531,1.2051119210887027,1.0743564319833392,1.2386041930646348,1.2514717947163814,1.0907431683355522,1.191768450469346,1.2625005449041014,1.0107278314147932,1.169437460877428,1.2177836204319212,1.028857886452245,1.2569457763262881,1.2790889136566592,1.045661459156518,1.1801951903968506,1.240040683594482,1.0104145163804135,1.2767909580363777,1.2514589450048295,1.0756558035041641
Archeops,Wing Attack,Ancient Power,50,1.3521867897179756,1.288006267213022,1.3543127117344629,1.3145020651586803,1.285367044637897,1.3302530357986486,1.3397679717199835,1.2259932590445697,1.356126525088633,1.275696738469635,1.269162944370853,1.2885052831546409,1.4656187111006476,1.310565367251998,1.4897390932654497,1.3748968252402132,1.2696260797135706,1.4954601848806226,1.3045664399018582,1.2937318765051984,1.3250505176617133,1.3264964419905,1.293571546358468,1.3359550498038328,1.2845603717859586,1.2910060640478835,1.3001450328175772,1.2702963949316353,1.2852064908233094,1.3102247627881098,1.253026735892228,1.2834853909461383,1.2733700825955265,1.2318880549014237,1.2822161061164452,1.2424530164161196,1.2630590484017736,1.3053763373407374,1.2637937200894822,1.2568853264063649,1.2805858988039134,1.2533340266853163,1.2601653867448608,1.3292298788325454,1.2468438857299373,1.2711878522771507,1.2677172732908975,1.318843128607025
Shadow Mamoswine,Mud-Slap,High Horsepower,40,1.0479489236540276,0.9959562159181112,0.8724768706970094,1.2368725560878324,1.026410409507732,1.0838075766855588,1.222988090070055,1.0074627481850662,1.0066864780327431,1.1846076564121635,1.021992442207877,0.9899809194169241,1.2229423996984528,0.999556026202017,1.0020640813386141,1.1805050827905568,1.0241410398809174,0.9725191584232648,1.2093443301976738,1.0419925226375975,1.0292523895662178,1.1059820921836097,1.030854348297619,0.9472142131001184,1.0015442288145804,0.9959664023850854,0.8575151951469874,1.1086875874490265,1.0693131395457391,0.9393075885508825,1.0452853230839705,1.016582238433309,0.8991110668142316,1.0691153067161807,1.04147146084745,0.9034715935025619,1.0013682140235778,0.9912557007979964,0.8512403550166291,1.0536646927973012,1.009936989591258,0.8724303324568163,1.0295508438026828,1.0352883372854553,0.8871895248553686,1.0888209345574973,1.0232415385186175,0.9360276862536351
Flygon,Mud Shot or Dragon Tail,Earth Power,30,1.7479310487966666,1.6290227959496082,1.456663636694795,1.746741498532691,1.6769386157743038,1.4518880159241894,1.6242216383437353,1.5517771842105368,1.3666109121591499,1.666011027093966,1.6484980352452676,1.420562595882599,1.6500412718229345,1.5078535043328063,1.49229668112546,1.7533740204603703,1.6192676342271104,1.6377435046877509,1.641739763136702,1.5837108986769142,1.4748518469741239,1.7394932659993971,1.661677460948454,1.4766287827168627,1.6648774457472195,1.6877069716383208,1.3522804754416178,1.657519440349245,1.641197731787839,1.4530453298641652,1.6233955535407372,1.6596733830325354,1.376253560856246,1.6069960843018294,1.644179055141725,1.3644261956349222,1.6249666793554234,1.6620282660336017,1.378246927327407,1.6078930752972065,1.6325471977524477,1.3609862031144606,1.6648795332558004,1.7104738160669724,1.3734505022378216,1.7173127484438575,1.6665392672074564,1.5317431335817178
Shadow Tyranitar,Smack Down or Bite,Stone Edge,40,1.0165442394248194,1.019503629612624,1.0153650071287643,1.1633315745373014,1.0439573333907843,1.1718784864941394,1.0578713789076886,1.0096487902894105,1.0664538189158195,0.9999999999999999,1.0128509588043488,1.0270775200262448,1.0678172544090776,1.0318556568821098,1.0613428466040649,1.0,0.9766423781519754,1.002119238160213,1.0514645543497423,1.045085848573299,1.0657060043280606,1.0279287166629554,1.0321505260047346,1.0251653613277454,1.0201723167731855,1.0551776917779063,1.023691640519721,1.021651469158031,1.048191812692546,1.0479019641660914,1.0486893165022626,1.0653273164107853,1.048118187082573,1.017468167468479,1.0694708823841754,1.0194622775946933,1.0232821569115709,1.077621714449418,1.0304142798358031,1.0359448408470577,1.0705379183007526,1.0429833188794013,1.0461110419844923,1.0923377500242737,1.0373195170254101,1.0717456441911155,1.0495137028929689,1.1203779346960014
Shadow Aggron,Smack Down,Meteor Beam,30,1.2310327855381393,1.2142612135079704,1.2325580361038233,1.4884097393314242,1.2978824044479393,1.5515110513688988,1.6586170158994056,1.263105997157652,1.7311245100365322,1.3149115059695708,1.254622922609813,1.4399264591106247,1.4714275316882213,1.2481243974432898,1.4657842559048164,1.5352643064915352,1.2457542023093802,1.5518102889069239,1.4844527904906881,1.2669573167362238,1.604585454193949,1.2950127225126942,1.2619114064569874,1.3992834603608377,1.2936058834937345,1.277665473796636,1.3144365601456536,1.428574404116741,1.2718166396644834,1.4595925981173223,1.2303221590670765,1.2695915151856365,1.3441107454367305,1.3183502910125635,1.2695426334451612,1.3362738220293617,1.3024753736666257,1.2909841115239302,1.3027238368099139,1.2210404210557348,1.2401272273591233,1.260653899163146,1.251494932574404,1.2745405250477009,1.3095768160463532,1.3412753698898898,1.2826786323340482,1.428312692135583
Groudon,Mud Shot or Dragon Tail,Earthquake,50,1.0930000872564127,1.075930911558425,0.9288530695196408,1.11297741405816,1.0893325397912375,0.9896558363815713,1.1065420626890246,1.068172893174017,0.9248370494534635,1.1498186724265231,1.1149379931543033,0.9574107997889103,1.1073495497214005,1.0524595424791654,0.947967624739714,1.171667654789791,1.1188620994472083,0.9979368818705403,1.1435480318694824,1.116107494131288,0.9925462860262312,1.122090386374279,1.1349045394423303,0.9431014066797361,1.1041243060296921,1.1637764343720267,0.9159941390950361,1.11774308833533,1.1243020080677144,0.9916867414940965,1.0953889376906576,1.1473868689765698,0.9424179891390355,1.0927768632614765,1.1456233516753904,0.9458422161351122,1.1205822788969177,1.1910429944055074,0.9177645788579961,1.1163922330383311,1.1521644183227269,0.915744549475441,1.1352904277505962,1.182725415118044,0.9521823479885416,1.1297794481240335,1.1314624332547125,0.9697501690142961
Aerodactyl,Rock Throw,Rock Slide,35,1.4171508832805702,1.3831090222283595,1.4174212087300466,1.423266832505167,1.4059773802030995,1.4315883486271004,1.4187467865652885,1.3362360277161078,1.434230512436596,1.3693686961293796,1.3690488301926207,1.3795474500025533,1.5019521541902794,1.4080986142835474,1.5538441011451676,1.435567857412639,1.3727720567746176,1.4608389649229068,1.394937118270967,1.4102757120127805,1.409600577244606,1.4117582391429235,1.4112684459071518,1.4364906378178477,1.4002160708916631,1.4090433427697433,1.4164979430192448,1.372483895426104,1.3959286279289984,1.4379986671283147,1.3607185906085606,1.4157603612774554,1.3988892279650242,1.358956066874124,1.412643000876097,1.3693783565969082,1.3467346977928651,1.3881140014445603,1.3540174176531397,1.366876555776755,1.4148101075432602,1.3718666427542126,1.3537145113185354,1.4167100592944486,1.3492112017884097,1.3796139530949687,1.3718259192713516,1.4389490060575534
Shadow Aggron,Smack Down,Meteor Beam,40,1.0887348159016765,1.0801517922721318,1.088965113530759,1.331003425516559,1.147931176894229,1.3517712929093655,1.5184491180450068,1.154781033844706,1.5721292322701739,1.1518774595500583,1.1489379014013104,1.2117331303610943,1.1400432479965275,1.1100247836351351,1.3076722080292218,1.360411321490352,1.1366688029566019,1.3967352470619938,1.1828324511222015,1.1771103276430066,1.3646425257349843,1.1880186055367215,1.166479052340289,1.2597611607938766,1.1581580894880277,1.1557487633726387,1.1699197295612656,1.242221019354833,1.170259656810714,1.3672381549407953,1.1373571319659652,1.1769663162322712,1.1535915455343637,1.15974571735031,1.1728145193886517,1.196661631637447,1.1465583163884236,1.1608446165934503,1.1522103078686905,1.1425535771366364,1.1689167849323148,1.1519256622944547,1.1348478586613187,1.1803578085849165,1.1614250515152038,1.1963695896188538,1.1770491111941683,1.2342524724641204
Ursaluna,Rock Smash,High Horsepower,50,1.5512367113989916,1.5588767304090294,1.3767311714639339,1.8389018014739265,1.8062945213279187,1.651400454965845,1.5249501894411097,1.4881557967948507,1.3639279330869023,1.526576254383153,1.5309915930598959,1.3979773370107624,1.556241046119914,1.4722998398286327,1.389419362103489,2.019256146274566,1.9889205987661636,1.7523842214857142,1.6503979544825875,1.6048116669403087,1.4744675799153657,1.2525946633626444,1.2528700079605164,1.1351243238875708,1.5311484968930575,1.620205887895853,1.3633024586992823,1.5913728420129902,1.6001620850221385,1.4337558025445392,2.0331664167710515,2.1938247755024043,1.8257316597447282,1.5183221059199998,1.626755468489518,1.3609105880493033,2.065072054170901,2.1835347518710475,1.7721509568946476,1.5818072082946735,1.6506678426353052,1.4158744301342783,1.5874189903091465,1.668522014002688,1.4273193603595715,1.6197889346367107,1.6446392852571217,1.4745725641273104
Swampert,Mud Shot or Water Gun,Earthquake,35,1.5876619856001506,1.4947462744476798,1.3673540297637554,1.5019623431702802,1.4792528592137317,1.3580515027799622,1.5767801691088519,1.5092385060226796,1.357304844552219,1.4858217100853561,1.4759688813088476,1.3386833791761676,1.5580446254824247,1.4933787913950127,1.31500230413531,1.6429241439432911,1.5743694100710126,1.3972893459546634,1.6824337720581315,1.6759381777524185,1.4179931417964557,1.5669309698134746,1.5446146755198153,1.3743859904397577,1.474765132537639,1.5472174521136188,1.299858329189331,1.5749298717603675,1.5829396164246732,1.373105580957858,1.6192701312181537,1.6268262745312232,1.3775127743784665,1.5216693739710045,1.5774463838252761,1.3269281606670214,1.5317638151696389,1.599818664804499,1.338132893926534,1.5670958624629883,1.5720092439651763,1.3516793176106217,1.539036865090856,1.644207499665121,1.3372450031335548,1.6813880395260226,1.6266659703687247,1.3841854065654253
Excadrill,Mud-Slap,Earthquake or Drill Run,30,1.2481651162416376,1.2597503958306684,1.0379252797076317,1.5587172740828743,1.3466929857701027,1.4349480305588085,1.4601921597369918,1.3286346177344595,1.39919892450171,1.504315535657146,1.3790148786999465,1.2513453210445877,1.3692031482644196,1.2814132353584469,1.1246099064606498,1.4859088447305175,1.3374207736620713,1.2187423683356835,1.4870000527113123,1.3859426733425837,1.2211934669185556,1.4426697568049116,1.4069355162601105,1.2617398983638806,1.3300562790473076,1.332660687219603,1.1150072967633555,1.4215619253824885,1.4406424021495108,1.2534349208066218,1.3594570060920328,1.3719935307204774,1.151332785475582,1.3924412023350596,1.390669238449277,1.1844065201074805,1.3546416628399731,1.3151996965725616,1.1679130660022754,1.3441373404710373,1.346205522084489,1.129514383368506,1.3731398848320373,1.3645886205077677,1.1456529920246612,1.4169021990886408,1.3874418470927332,1.1932810449765918
Garchomp,Mud Shot or Dragon Tail,Earth Power,50,1.0679143768917911,1.0565491867787051,0.8979407910175031,1.0851270103365656,1.0982571953544704,0.8936223510338874,1.0037601636715967,1.0198404760249866,0.8271459256389201,1.0556042179831826,1.0740663050983212,0.8809889241442229,1.0340966741507296,0.9838676915131863,0.9378116890971472,1.0355146784988387,1.0467248588860885,0.8856690431478197,1.0146583630159596,1.0174771442316863,0.9122184662536923,1.059952199635759,1.076486934936944,0.8985792608348439,1.0842321463016922,1.1174391688213414,0.9015851097784736,1.0904838053788695,1.1494225972815806,0.8946326525944608,1.107097489552429,1.153819592077758,0.9093896289001616,1.0680769493225513,1.1290958295453644,0.8987529958193212,1.0915493922505717,1.1543842373012758,0.8998217422874172,1.0933551357045426,1.1329296332359093,0.9145664789429822,1.104793446091785,1.17742627646111,0.90517069171682,1.074727596792671,1.1237884922827241,0.9360038268153125
Golem,Rock Throw or Mud-Slap,Earthquake,40,1.4068306522459209,1.3581870235312756,1.2254329993587079,1.42314381937402,1.384769156578115,1.2493260246157065,1.5085952183873057,1.341660351380526,1.329269342763617,1.355078715700466,1.346288548158924,1.1953630114832619,1.3977409996917394,1.3504971456126216,1.186005273624413,1.441305863468575,1.3611648255986777,1.2393969905837752,1.4205223292921858,1.379534984306839,1.2200626420597733,1.4091607173120606,1.3988709092884801,1.224262373334921,1.3395797983887971,1.3853329037673552,1.1215763645836159,1.367060505843936,1.3824710255761476,1.1815731999867085,1.4254923445120253,1.4183143532365086,1.1786098463772436,1.3442903622041402,1.400092743254664,1.1450808364204643,1.3457741377337327,1.3806588412708576,1.1548527517254439,1.3991793879012262,1.409385720170237,1.200247736847263,1.3782646910771092,1.4318310031789834,1.1527354545887876,1.4782449492253256,1.4249381473885785,1.2767023500473071
Shadow Aerodactyl,Rock Throw,Rock Slide or Earth Power,30,1.27186624523796,1.2209753826786705,1.2755703646725047,1.2724646599336136,1.2481346054115776,1.2964740050844146,1.2683648790376785,1.1865059267433218,1.3675809331204973,1.2329489036815744,1.237179293715468,1.2753525204806817,1.4716076421942799,1.2633155375003098,1.5679112078547601,1.50426298562837,1.2234585876278772,1.5100381327124976,1.2774218658307597,1.249662034494219,1.4044109813429027,1.2746356130584313,1.2541320534397198,1.3268603779293053,1.2578016723980625,1.2361661943108144,1.2668698218229641,1.277393584235232,1.2282081161327387,1.389902080105502,1.208303963539453,1.2184472927318808,1.2487218724095541,1.2018963354667875,1.2218442902468807,1.224389960294737,1.2044960112558234,1.227456312401311,1.2034508766775516,1.2190322116590684,1.228949465286405,1.2598667262840182,1.2260298528898252,1.2505196996339685,1.2365117974852609,1.2887801617598338,1.2198615031183688,1.3355665817310427
Shadow Flygon,Mud Shot or Dragon Tail,Earth Power,35,1.6746935647972052,1.3310365553540282,1.4195838970408217,1.4218829588245525,1.3555519990643694,1.1701566392851044,1.3737316366499992,1.2809114562297703,1.1693095485684788,1.321283087701723,1.308914264907048,1.146038391414228,1.3562255747301506,1.2384128557631837,1.2712673836633421,1.4512411199320878,1.2994712525299574,1.4028670359988944,1.3543894588841414,1.2993427647831741,1.2601788171549684,1.407879954159486,1.3526546869604639,1.2084201072531153,1.3078776945938548,1.318910507245928,1.1203587307258385,1.3665178489873353,1.3367844247628744,1.1829261524931216,1.3169572133384897,1.3358314488598728,1.1244015879799039,1.3150845732352268,1.3644301495875848,1.1112689397215634,1.3307641930192786,1.36210017054994,1.1286156204706288,1.3141270739481727,1.3306590146813186,1.126417720548032,1.3078307062281718,1.3306505856088096,1.119592177393729,1.4026298707999483,1.3167094983350285,1.2285106091588986
