Attacker,Fast Move,Charged Move,Level,"Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Ice), Tier 5","Arceus (Ice), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Kyurem (Black), Tier 5","Kyurem (Black), Tier 5","Kyurem (White), Tier 5","Kyurem (White), Tier 5","Kyurem, Tier 5","Kyurem, Tier 5","Regice, Tier 5","Regice, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Mega Aerodactyl, Mega Tier","Mega Aerodactyl, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Diancie, Mega Tier","Mega Diancie, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Glalie, Mega Tier","Mega Glalie, Mega Tier","Wigglytuff, Tier 3","Wigglytuff, Tier 3","Aerodactyl, Tier 3","Aerodactyl, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Cryogonal, Tier 3","Cryogonal, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Glaceon, Tier 3","Glaceon, Tier 3","Glalie, Tier 3","Glalie, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Shuckle, Tier 3","Shuckle, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Weezing (Galarian), Tier 3","Weezing (Galarian), Tier 3"
Excadrill,Mud-Slap,Iron Head,40,1.7358571221190613,1.783386319250193,1.731961222892296,1.7891594917758267,1.4077277089231632,1.4368573634168484,1.6919485385311548,1.7332795668530903,1.8558152502149543,1.775259493731845,1.756739017883819,1.754118454851853,1.8056887910263555,1.8077316767662268,1.4104958937276595,1.4524396457204811,1.4736132156988149,1.434865150946241,1.7027296647413357,1.7120584750222407,1.9526317674903868,2.040761619801279,1.7290020380435935,1.7768132206524425,1.7496590702365742,1.7817369002510504,1.6807020114045055,1.7423439437321782,1.6735116933447636,1.7120508732628295,1.6871049447897857,1.7566215993600327,1.7388769819246404,1.821072884995626,1.9821194616401518,2.0514278132272437,1.4270857886630728,1.426021278548531,1.7635236507173855,1.7700827495297298,1.688630314267802,1.7293596955973598,1.7959508462266944,1.7317605386510981,1.719259144391303,1.7650892603318435,1.7038169300110009,1.715547021637368,1.766859229763924,1.7042093937666059,1.7876090207531714,1.7511127376571074,1.693994365584508,1.7226482156563498,1.4330616293409006,1.448705483657009,1.763080856803507,1.716818086645514,1.7970710313297444,1.7884787057697349,1.3708512510907347,1.372972609953718,2.2551550092799797,2.2955545569381277,1.4116548626937655,1.4183283362920647
Shadow Aggron,Iron Tail,Heavy Slam,40,1.4550137701084576,1.4621383143747582,1.4520971439743573,1.4642717415335733,1.450524224098664,1.4638014953133072,1.4564709273700707,1.4574636653204573,1.5812381675861529,1.5017545578479143,1.469099248487048,1.4815636904824143,1.7167177901270463,1.5142519303793511,1.6028139217331012,1.5042734049881188,1.6526095932807747,1.520368283475667,1.5634439821851749,1.4743626059528527,1.56714776170425,1.4504017284680877,1.43772521167375,1.458463223401084,1.4776615561488573,1.4972183433767912,1.460594727911417,1.477885132981328,1.4681644148739121,1.4723388680135128,1.3987530538363864,1.4364592657419482,1.4915688337384219,1.5459670074609746,1.4492691457431273,1.4824901723743156,1.519466426155958,1.475915994656381,1.4742419804793092,1.4676953396692174,1.4649285720777538,1.487270469668288,1.4303349685289153,1.4288290238846804,1.4291841076353982,1.467902065603959,1.447458707737585,1.465732483251466,1.4848057107625818,1.4391337924056922,1.5251059682014734,1.4903361507944042,1.4053876122217144,1.4231099621891603,1.467081652811235,1.487338853958694,1.4500177934076128,1.4344814073035514,1.4702873439878579,1.460956764754233,1.4940097936781367,1.448769401248658,1.4428704313458893,1.4420594742920296,1.4557802638322153,1.455333420501894
Shadow Aggron,Smack Down,Heavy Slam,40,1.8627851172723726,1.8939236032301843,1.4641582200718022,1.4754951302979673,1.8554991769354818,1.8908712039213078,1.4786944013476992,1.474703953227675,1.6017159913244667,1.5149137257610936,1.457641119034399,1.4657594863912502,1.7022691539506014,1.5098063633882435,2.0217901141893693,1.874314857159161,2.686678417538744,2.2868653194805493,2.0263682726304055,1.8909088699026344,1.5986324434097996,1.4660604526874774,1.8194463057725576,1.860307226602916,1.8497122902331404,1.8923885213591976,2.1394202441246835,2.2211128585917606,1.7871720640278352,1.809038513787146,1.4167494386856403,1.4609488162642388,1.877365758034037,1.9353480550867384,1.4361318942828134,1.4723536030501951,1.9349510956908962,1.870047923640847,1.4915945374264905,1.48206686193996,1.827494539447031,1.8741223476177598,1.4465084157751815,1.4503386832408143,1.4213304345373776,1.4602070029916476,1.8214017533503586,1.838830565386471,1.5175634136482499,1.455036814138406,1.904342091917026,1.854184088347496,1.770718527586445,1.8089678828549354,1.8916770391052629,1.9040238169533141,1.8381883112733572,1.826431454047274,1.440613958337398,1.4430443188251538,1.9185182990288998,1.84416740172532,1.4628220328646098,1.4566782291179534,1.8310068707736504,1.8457546764594432
Shadow Aggron,Splash,Heavy Slam,40,2.276129348542868,2.3641994169722946,,,2.2773477010523924,2.364675165901431,,,,,,,,,2.645404998392136,2.366365455708946,3.2543519054844405,2.5099579888623307,2.6206954009687435,2.4449592474218713,,,2.2414381623026993,2.3341606073648395,2.2809223362132323,2.366895575665318,2.2616160461589483,2.3459297064262015,2.248983776395739,2.314068323140568,,,2.2943619544109874,2.396767532001106,,,2.414820286603944,2.3622993023265453,,,2.246223178094615,2.3439049008368023,,,,,2.2929539712912486,2.3497452236861562,,,2.329564094637822,2.3019862096431054,2.224323657050147,2.3003006709925873,2.3552830328267196,2.3885972547980034,2.3465600161389384,2.343919310066145,,,2.3421672827811015,2.2772434850052132,,,2.280540985254085,2.311067068934928
Shadow Aggron,Dragon Tail,Heavy Slam,40,2.2951844938692116,2.3548833396728597,1.8409684837674367,1.8689507785898474,1.8363192075614745,1.8721241197177143,1.508051798693417,1.5101975391681999,1.6344892983905435,1.5492903664233726,1.51361649962801,1.524898522538348,,1.9065020312674485,2.049208258546263,1.8961800418190045,2.1541589292531684,1.9049277439161993,2.593210330225946,2.4042929023099564,,1.8473335154541874,2.090307991191709,2.156702394535969,2.311948051989634,2.3810355509944077,2.3962541736563,2.5098067034960083,2.2605045242723145,2.3310112111876067,1.7663006381936346,1.8402204374210813,2.412755938470571,2.531649460191412,1.8319820263415347,1.8926114164630885,1.8932243362239258,1.8518976098499742,1.9147773538438622,1.9172588297621915,2.3306062674237444,2.426077464225453,1.8331621181721065,1.8372010772482763,1.8125877202767933,1.8911508062059545,2.3078220720029115,2.3690963508865095,1.9321032746198354,1.846646803798658,2.4634746963302954,2.4434668719641683,2.28119774682164,2.3505870422607984,1.8548231211882305,1.8701540124507496,1.8474919296335697,1.8484686801671715,1.7837063517433789,1.783726626497148,1.9343588510618441,1.8479510495982365,,,2.377004443811903,2.40633619479537
Genesect,Metal Claw,Magnet Bomb,40,1.44358497110108,1.4453511445323282,1.4429012222692226,1.4422400322355613,1.440832911758665,1.445559507855467,1.4269731446840792,1.3985622940119775,1.4159133135915696,1.4064472562019308,1.4305629640954391,1.397723684348108,1.4372136933274988,1.4293056842833478,1.464015491663928,1.457999209270287,1.3569704225540369,1.4190995106263042,1.4143163125324332,1.3923275143972542,1.4283157471172758,1.3936240528267445,1.4511202739638844,1.4463109879958114,1.4570284415068584,1.4421356227141036,1.4575766552149372,1.4394501978610739,1.4328439121900696,1.4198320628687722,1.37502311533845,1.3856098688441496,1.4433039179324636,1.4557040902157579,1.4374645834122421,1.4190323406148222,1.4240829343422505,1.4098050512367788,1.415643160043526,1.4311196453842328,1.4099240028609665,1.420833755479971,1.388535598481853,1.3698557195211434,1.3950873405130224,1.4203813304623416,1.3657557168131687,1.3873258362934011,1.3992150554889402,1.394247151140562,1.4597374717367513,1.3959230127088804,1.371313800497016,1.3728791822208315,1.431862078782886,1.4535310533516967,1.3876662393729593,1.3985882400734604,1.3924912567166077,1.384092413841997,1.3869843954318617,1.381550658440562,1.389299286355541,1.3777467900094522,1.4826832409177761,1.422098502796641
Genesect,Fury Cutter,Magnet Bomb,40,1.581745792979003,1.60096272097684,1.506111760117154,1.5143320297127871,1.5052783833342058,1.516478026599923,1.54942800467718,1.5227647436124834,1.5454148993457646,1.5422967559289005,1.5733528750781574,1.5656984918668158,1.5324419449679414,1.5394060644127667,1.5657381644654378,1.5636239876417912,1.5064575883036704,1.5974181720317555,1.6258112094112467,1.603423202561865,1.609077147842237,1.6098346602284765,1.621728154930427,1.624742677999114,1.6130265347015669,1.6164045667978724,1.6859943041866965,1.6604790400367997,1.5253438692986991,1.523117345814131,1.5169733403322667,1.5472266155946972,1.627241680988904,1.7005339120982637,1.6325745584416425,1.6550597665977578,1.556445031305454,1.5743854151364758,1.5229003419720408,1.549346748735217,1.5174822307301012,1.560765120149916,1.5265032935770197,1.5261425471209362,1.5421419788553126,1.585866637249368,1.5490900803196814,1.6115425920589228,1.40985929267378,1.4192851348872473,1.6648747586777863,1.595104858319909,1.5028784897297567,1.5237217894427484,1.5487069978187977,1.5751164553918058,1.5039796243369061,1.5471684834978194,1.494013479322362,1.487455768446444,1.5271478417885949,1.5213171104455316,1.5896253780497818,1.6115920251779803,1.807648144229443,1.7301524990231414
Genesect (Burn),Metal Claw,Magnet Bomb,40,1.44358497110108,1.4453511445323282,1.4429012222692226,1.4422400322355613,1.440832911758665,1.445559507855467,1.4269731446840792,1.3985622940119775,1.4159133135915696,1.4064472562019308,1.4305629640954391,1.397723684348108,1.4372136933274988,1.4293056842833478,1.464015491663928,1.457999209270287,1.3569704225540369,1.4190995106263042,1.4143163125324332,1.3923275143972542,1.4283157471172758,1.3936240528267445,1.4511202739638844,1.4463109879958114,1.4570284415068584,1.4421356227141036,1.4575766552149372,1.4394501978610739,1.4328439121900696,1.4198320628687722,1.37502311533845,1.3856098688441496,1.4433039179324636,1.4557040902157579,1.4374645834122421,1.4190323406148222,1.4240829343422505,1.4098050512367788,1.415643160043526,1.4311196453842328,1.4099240028609665,1.420833755479971,1.388535598481853,1.3698557195211434,1.3950873405130224,1.4203813304623416,1.3657557168131687,1.3873258362934011,1.3992150554889402,1.394247151140562,1.4597374717367513,1.3959230127088804,1.371313800497016,1.3728791822208315,1.431862078782886,1.4535310533516967,1.3876662393729593,1.3985882400734604,1.3924912567166077,1.384092413841997,1.3869843954318617,1.381550658440562,1.389299286355541,1.3777467900094522,1.4826832409177761,1.422098502796641
Genesect (Burn),Fury Cutter,Magnet Bomb,40,1.581745792979003,1.60096272097684,1.506111760117154,1.5143320297127871,1.5052783833342058,1.516478026599923,1.54942800467718,1.5227647436124834,1.5454148993457646,1.5422967559289005,1.5733528750781574,1.5656984918668158,1.5324419449679414,1.5394060644127667,1.5657381644654378,1.5636239876417912,1.5064575883036704,1.5974181720317555,1.6258112094112467,1.603423202561865,1.609077147842237,1.6098346602284765,1.621728154930427,1.624742677999114,1.6130265347015669,1.6164045667978724,1.6859943041866965,1.6604790400367997,1.5253438692986991,1.523117345814131,1.5169733403322667,1.5472266155946972,1.627241680988904,1.7005339120982637,1.6325745584416425,1.6550597665977578,1.556445031305454,1.5743854151364758,1.5229003419720408,1.549346748735217,1.5174822307301012,1.560765120149916,1.5265032935770197,1.5261425471209362,1.5421419788553126,1.585866637249368,1.5490900803196814,1.6115425920589228,1.40985929267378,1.4192851348872473,1.6648747586777863,1.595104858319909,1.5028784897297567,1.5237217894427484,1.5487069978187977,1.5751164553918058,1.5039796243369061,1.5471684834978194,1.494013479322362,1.487455768446444,1.5271478417885949,1.5213171104455316,1.5896253780497818,1.6115920251779803,1.807648144229443,1.7301524990231414
Jirachi,Charge Beam,Doom Desire,40,1.4820155293532973,1.5264113011577591,1.4861256975032453,1.5233732533195703,1.4809698664726132,1.5255524873021833,1.4135536050930402,1.4748112522028567,1.4344975172385066,1.5037482764574663,1.5014277598059433,1.5502978972573378,1.4392169746953762,1.4603798230255463,1.434058128157713,1.4734768467003339,1.3159959111188388,1.4543104570016643,1.4512998237653847,1.4737572565401698,1.336603035639059,1.3765703104303788,1.5255177674704006,1.5797684794739058,1.493801041741543,1.5590391949282358,1.4826305062480076,1.5397134895357312,1.3848487454060323,1.4340413076130474,1.4468964529165487,1.4814722317417355,1.5127202303626823,1.5776765358763971,1.3688417170682319,1.415467949326982,1.4517167777145343,1.4973983473087245,1.4744621560078304,1.5188111346880266,1.4560852869872998,1.5160613528244467,1.4580067992033188,1.4884438192457825,1.4678318916300357,1.541193647344217,1.4174198901971575,1.4751143822065647,1.4607779739095383,1.5107925789371974,1.5462815168819253,1.5419333474375256,1.464441900417511,1.4992603256748767,1.5220733221273097,1.5353192762074823,1.5545501839855447,1.5850478767947707,1.5314366332276619,1.5268422614041695,1.4291087291779627,1.4536586592366367,1.4055323579527887,1.4122411870498408,1.4887965253498279,1.508163719525914
Jirachi,Confusion,Doom Desire,40,1.5058137839673853,1.555200420339287,1.5080865508985244,1.5542910754814871,1.5001393545658266,1.552595410792154,1.3930436066342815,1.4562714684127989,1.3998237720322146,1.4881572527773297,1.4710310923468546,1.5217558755154037,1.481939194717355,1.5093412501093542,1.468171584846233,1.5253763099008328,1.1758764210810781,1.306328871415525,1.476775066966022,1.5033393178834737,1.4434400688027091,1.5010958821595748,1.5042793150134184,1.5561774263688122,1.5205515476463582,1.5957141717745922,1.58691315253124,1.6633500837709658,1.5550978016323675,1.6338864937741255,1.4591042685940596,1.5162806984878383,1.5533027890295183,1.6043200637987272,1.472029935157736,1.540997316081705,1.4998705720360261,1.540102098792239,1.5258565749641086,1.5751696643638906,1.6369009904901597,1.7207317546953498,1.4905337029743955,1.525547705581603,1.4958050001579433,1.5737782294064269,1.438822342044469,1.4902207989431182,1.6255841756373728,1.6888055899783871,1.7264174338893554,1.7315304296534597,1.6502429970270156,1.693339127383093,1.576256362086388,1.6050866527038792,1.4921674490016787,1.530035444800911,1.5550737223917268,1.5589860443951926,1.4708852989640087,1.4985974507592605,1.5210556538609816,1.5617478650545904,1.3127422358135412,1.3287735489578483
Jirachi,Splash,Doom Desire,40,1.757859464775044,1.8325714944637412,1.7567894559420343,1.8270177521929751,1.7557856411822843,1.8296030311217983,1.623256143045168,1.720127420040014,1.661508606113137,1.774135926105161,1.7460641402682309,1.8234361875285368,1.7514144076875002,1.798675977263995,1.7369400294655273,1.8180643425734586,1.5581212712012993,1.7491522268135684,1.7220362809504333,1.761684271460518,1.7106767775028249,1.785630530503073,1.7547888259117825,1.8431737489994275,1.7843943900050785,1.8992323728543548,1.69460958403498,1.78055129415459,1.654428882409874,1.7510572964992592,1.71925429341549,1.8158325527865675,1.8074995464571693,1.925574477457677,1.7278418399350377,1.831053295053007,1.7774875908192989,1.8501760056294485,1.795051352033374,1.8707354786734078,1.745771917636161,1.8456087481479506,1.7644928178924089,1.8111969799258332,1.779567140725248,1.8819890199053784,1.7114021017202223,1.7712319171418427,1.7459464385325316,1.8104134763973487,1.8615529750222732,1.8567100412041018,1.767676913151525,1.8278715084540613,1.8610421543091042,1.9016402685669782,1.8002407794164863,1.8536036470875117,1.888202949896188,1.8825696216012946,1.7639398049557027,1.8037815184550912,1.8083237346165713,1.8535382415094994,1.8087901520783671,1.852924265318271
Mega Steelix,Iron Tail,Heavy Slam,40,1.5774933912439026,1.6263429490641241,1.584272126583675,1.6246898630680697,1.5884753309374053,1.6258362606892582,1.5538381526887914,1.56234734809204,1.5732939010445746,1.610427689860126,1.5946282182347244,1.6286019009379216,1.5830345295466393,1.5897447299323393,1.5493387262415972,1.599881920413462,1.4807295020458446,1.585885815845298,1.5969084256866506,1.6261609716494478,1.5614425464333588,1.630181608837149,1.5813876433298797,1.6399573580684248,1.592085402592224,1.6312876499846198,1.5232931073897462,1.5754496789550867,1.551419508142392,1.6001714230057462,1.5443660509043509,1.616081089205681,1.6633044408331485,1.7220871978774022,1.5905565496783756,1.6289724120282347,1.6287547711521075,1.6326010015261325,1.624852799749869,1.6433539593387636,1.6057858528063758,1.6701189501308338,1.6022204936129043,1.5983199999965583,1.6195378538144738,1.6681239702222443,1.5732031616168634,1.6022715620847943,1.6114517566255246,1.613345605061409,1.696802375762044,1.6724669500488925,1.5569067147125257,1.587775942516902,1.644596913179994,1.6589804669791615,1.5829655920019874,1.6017088105633324,1.639518590389117,1.632172458511098,1.5827550184102428,1.5897921770103138,1.588039689187413,1.5893635277635054,1.630750847532745,1.6441550071141364
Mega Steelix,Thunder Fang,Heavy Slam,40,1.8562498766757407,1.934944981782341,1.874139845616487,1.932871338162389,1.8784288116055348,1.93455868915527,1.9807693316483763,2.0034428430518085,1.996086873842791,2.0609696334401284,1.9811402841911236,2.0279196684686194,1.874736574517253,1.8958000315262704,1.8419530289509214,1.9072446330239705,1.7048854177652926,1.8385040395417018,1.8187261470797482,1.8584097142543303,1.5885700194472625,1.6604701992412947,1.9439874605237506,2.026420812981096,1.8897691827456637,1.9412417747187345,1.9410780348961132,2.0292850323708653,1.7589543722859258,1.819382231267269,1.762517320392633,1.8564263089928652,1.8810198302094174,1.9428472048163776,1.65669517854025,1.6935523531516654,1.8740030803227643,1.8924457486354593,1.898257877984402,1.9193057944444758,1.810658988379106,1.8924491233950491,1.8746613476963776,1.8870055761518563,1.8348889473537329,1.912610831547857,1.7979922210283343,1.8513228832411042,1.886754207402509,1.899193495099292,1.9069089131635828,1.8850571623258863,1.837616410051421,1.8738576996211018,1.9057419624737504,1.9252489226893763,2.131463821855067,2.1857346140419107,1.8876839307847788,1.887269758214454,1.8495513677574804,1.8694422809013338,1.6448285019886153,1.6504194567143684,1.9020123557821054,1.9224881099002629
Mega Steelix,Dragon Tail,Heavy Slam,40,2.5837488120086682,2.7382286998440426,2.0071518372954555,2.0765000356166734,2.0079851870072183,2.078852347739539,1.6271502125638884,1.6350922301126802,1.6451836559220827,1.6854342325765215,1.6641205556810925,1.6949950333030104,2.061374394383004,2.088110000076598,2.0322648294931915,2.109483050260248,1.8372796809765153,1.983570185656626,2.526867997122006,2.6180568500230916,1.9225471887000938,2.019144481606809,2.237528026137512,2.354478710096095,2.6611284357595473,2.763016875625834,2.68342595603695,2.8299448992338165,2.48938897683227,2.6379466661198623,1.9097003967222959,2.02778714494834,2.700314558641778,2.8490937106220953,2.0447859669479054,2.1002745437648316,2.0735526877490207,2.114868132555111,2.116048195519541,2.152294700037537,2.528230133928865,2.6627951566767094,2.0259104109953237,2.0364337001135637,2.022946567771247,2.1043987138033735,2.5951813023524015,2.6664369848213543,2.0330048233784077,2.0382511156011276,2.7899584487218014,2.7470591272457625,2.4892289198058375,2.5628562416592415,2.0381306544803253,2.072831894318018,1.991588025899061,2.036867578671075,2.0839320187517227,2.0562592133787794,2.0246534120717095,2.0446763325855803,2.6546279780659328,2.6682078638558218,2.597546633807802,2.6507324962020316
Shadow Magneton,Spark,Magnet Bomb,40,1.6176625820290829,1.5676001162507363,1.6205399148376647,1.5718240008716589,1.6212575244495233,1.5705764177179236,1.7577197573881533,1.6722378567581244,1.8361945791801084,1.6583934711504,1.671697216918408,1.6956197566492746,1.8054892799311721,1.5730571734158552,1.6866185845823753,1.5547282783694665,1.69962335882875,1.6118101497026402,1.745988733844441,1.5916544641114414,1.6283203013811915,1.4504382718425868,1.6721086468225947,1.624497367337827,1.5902314277394063,1.5076827102360189,1.7337521210384477,1.6813687078927064,1.7232248293187598,1.5950592854982493,1.5493322363694804,1.5260717473240037,1.6032048698034829,1.5972154949979451,1.52384427140446,1.3957305204792103,1.7493510814611444,1.5867240190595466,1.5977637510267744,1.533253059990715,1.628337553288531,1.5405020815320685,1.5861337119425942,1.4879880799950589,1.5319589529667998,1.5098583373961794,1.6785439703612368,1.5520163540381586,1.6407592248779512,1.522659682001554,1.577716447713504,1.5500098076112525,1.5540370425343992,1.4912506140628188,1.5382001322218275,1.5405768958259556,1.9787723813296245,1.6866137325085482,1.515547144527771,1.4916905622725476,1.5882266467009745,1.503217959837542,1.374407056095813,1.3490759547916915,1.6140625204821717,1.4905783563292176
