Attacker,Fast Move,Charged Move,Level,"Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Uxie, Tier 5","Uxie, Tier 5","Mega Alakazam, Mega Tier","Mega Alakazam, Mega Tier","Mega Latias, Mega Tier","Mega Latias, Mega Tier","Mega Latios, Mega Tier","Mega Latios, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Alakazam, Tier 3","Alakazam, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Espeon, Tier 3","Espeon, Tier 3","Gothorita, Tier 3","Gothorita, Tier 3","Grumpig, Tier 3","Grumpig, Tier 3","Hypno, Tier 3","Hypno, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kadabra, Tier 3","Kadabra, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Wobbuffet, Tier 3","Wobbuffet, Tier 3"
Shadow Tyranitar,Bite,Crunch,40,1.0870452516730371,1.3129231863199595,1.09859017093697,1.208605352329264,1.2820682951584763,1.3102360969283604,1.183812081146862,1.2881794969533138,1.0,1.194021638880919,1.3301603793886094,1.4044580430853508,1.2240545612597846,1.3366703416071661,1.2543715833843883,1.3030980334775437,1.3463236788674635,1.3155940675765643,1.1226689203113176,1.295009981192178,1.2125177903811104,1.2504049482413313,1.2939068803647895,1.3303827539277249,1.2476953790600758,1.2840620886187217,1.0477583746011212,1.2008344199390204,1.1933032937218413,1.2924647726074838,1.133018654586711,1.2599446759382158,1.1712144144567656,1.2177897884964517,1.2317742517522776,1.2679687441407523,1.302248535352013,1.339057196346081,1.2526457697404985,1.2996397932404662,1.2300804426124436,1.3084878389808112,1.1799792440258015,1.2167946734698682,1.2742631304363645,1.3375093308155668,1.2148078262500301,1.342935097735639,1.281764488445604,1.3495453611033312,1.3508101525957452,1.337525008001961,1.247432940808915,1.2914985448757783,1.2509550276427723,1.3147929090922403,1.2223613636363637,1.3141989768605233,1.296906161671995,1.3428734862993297,1.3558824768547364,1.3702515654457665
Shadow Tyranitar,Smack Down,Crunch,40,1.2043532419332406,1.487762735635677,1.263045470744666,1.406216885831153,1.4847176656525551,1.5396301892909723,1.3587673006951113,1.5204487423832846,1.1434095064182392,1.3958488188135174,1.5052397367341885,1.632579753011538,1.3991573726518185,1.5597987013664518,1.4228255042991504,1.5186470186118433,1.5468298738226012,1.5289936928088421,1.2791794365177047,1.5005590968550875,1.3899871797618255,1.4722946423544363,1.4522636952358106,1.5347849543670866,1.4878324894075752,1.5423960453884682,1.2195366791185072,1.4177545255783472,1.3626533383921768,1.5273016775680273,1.2761693954807483,1.437031190827949,1.3625882793982211,1.4545665221709732,1.405642568119623,1.489163793171418,1.4736859836482694,1.5360451077000419,1.413894130221025,1.482680615724427,1.6164167226057646,1.7611141877384204,1.3640830232319652,1.4144980045453477,1.4705413750099376,1.5637665950822544,1.3943042592517618,1.5362983899549778,1.489114157162317,1.5898953243137666,1.3227867079375104,1.3077247261490088,1.4405144043071978,1.5218177527525292,1.4332836276130347,1.5214256581777965,1.4101568860244234,1.5191264628976757,1.491397600469143,1.583097446788453,1.5916549356750254,1.5942314571767382
Shadow Tyranitar,Iron Tail,Crunch,40,1.2651399523573934,1.5687302944070793,1.3434834370968514,1.5007949105120542,1.5783730038105424,1.6428018470259478,1.4198945300382588,1.5947165460265187,1.2087451792535933,1.4736599889137107,1.5799091318805802,1.7140642926371594,1.4655843733996141,1.6393121253328602,1.4599753477952124,1.5659367806215554,1.6407344824582368,1.5985828496319865,1.3467981906405124,1.5844856251205075,1.4809956639293294,1.5525895420946374,1.530241077218688,1.6385664780219276,1.541337144399233,1.6064443365576362,1.3009047993007872,1.5093387231417126,1.4073621141598804,1.5841015515776187,1.3560154956232244,1.516440585554619,1.432664161221249,1.531585805772323,1.6007735105819492,1.7270042016394644,1.6797393628936406,1.822145730282228,1.494077841905006,1.5669534847975954,1.5210436861222782,1.6504829783543282,1.4411473891899735,1.5037588036687075,1.541994020320153,1.662666134247759,1.4915353958115074,1.6488439463794455,1.5715609710851097,1.6805385674509419,1.4197865769872988,1.3978858829416587,1.5219749173529775,1.620075993551392,1.6750832292446816,1.8226382411323816,1.6629038331071915,1.82755424529163,1.698412269474283,1.8289053590548083,1.676448932533793,1.6886607975412986
Mega Gyarados,Bite,Crunch,40,1.1005916591986675,1.3255820400747327,1.1595930671498145,1.2847024367937239,1.2825861478200256,1.3411333747964453,1.251577713964314,1.3635292901023788,1.1344478629882568,1.2457372140239529,1.3636957907515908,1.4473807921830333,1.2916553119242655,1.3695309755749774,1.2829976549095237,1.3421382684527448,1.2528158734696888,1.3292730148008622,1.1370245028414292,1.3146045796873214,1.2068928769380844,1.3132709709073653,1.2791699076186396,1.3364350349351637,1.3462445030290406,1.389726351860236,1.0582237841202107,1.2660785964271284,1.206587357913012,1.3209453314890522,1.1592659975901556,1.291282879946649,1.2336839803096835,1.277886717850025,1.2162111922884145,1.3036475361208497,1.3331901044821963,1.3678049503393968,1.2190171433457313,1.3322763259764436,1.3066985134712226,1.4126892959543584,1.2119696551912125,1.254628055621664,1.3034574795242044,1.390147643729737,1.2471862494975907,1.3663033592559912,1.3215210758243647,1.3763815415738556,1.297938835719482,1.3675428072418097,1.285988011679422,1.3533277448557102,1.3115397182820583,1.405510738390019,1.301556987788331,1.4012724999491437,1.3205063250057085,1.4131053311333202,1.4175139345587566,1.4282175892015807
Mega Gyarados,Dragon Tail,Crunch,40,1.2426005186811484,1.5208380292974368,1.3242113327444258,1.4771311613330071,1.5189970999852298,1.597734467966742,1.4204569808585885,1.5867378600907336,1.359769894070828,1.4724761940759734,1.5701514468656996,1.6804213331620383,1.5080043973437076,1.6482621704870974,1.313038888627281,1.3769413768944259,1.2845548276424326,1.367279371305073,1.3010425826282326,1.5162730955781416,1.3759304780419102,1.5354553717213477,1.4741600916367956,1.5773816784947396,1.5609894248519358,1.619870356816711,1.1997623602855971,1.4642801907172638,1.2633986444982037,1.3965375931730213,1.199668300016803,1.339523340077335,1.4038137260109371,1.4730578234988796,1.4317330440097744,1.5469627775396422,1.5339228766815354,1.6058491751860045,1.420095506818862,1.5647872275322636,1.5042161852383344,1.6201365617726122,1.4222180337969357,1.4727642015958409,1.5386560315541036,1.623311746781943,1.4517739599896275,1.598237165902514,1.5681500165521844,1.660230864814364,1.4900081411686998,1.580601487555027,1.492088412151422,1.5788692833488518,1.539307719556504,1.6390135160685009,1.5313026628222524,1.6349202375096776,1.5267110642499127,1.6359875542232425,1.672693001939814,1.668336035400711
Mega Gyarados,Waterfall,Crunch,40,1.2577452247354215,1.550215273856213,1.3307827460953139,1.4830726297064025,1.5391376916009998,1.6223856949559539,1.4208761527807467,1.5973231525671148,1.3420205279530757,1.4504535569916954,1.573140309633726,1.6795110272123321,1.5106280670108385,1.6440120496314046,,,,,1.3088413709908735,1.5201173843619138,1.36739381062194,1.5178987669613198,1.450066543511599,1.545077045840495,1.5395588872032466,1.5934956220883063,1.1979880453741345,1.4708892800922164,,,,,1.3890194997522574,1.4682998725808731,1.6162835073716337,1.7654588948355547,1.5380325793427747,1.6049882116474299,1.4162137574280704,1.5610540495152652,1.2773820068714021,1.3714304127392518,1.436256355561406,1.4859950401313917,1.5487283786397512,1.6285726834727048,1.4693296302860548,1.6166285525521165,1.5533911496786816,1.6347121567470175,1.4941860291822249,1.5872741532765857,1.4724618242010528,1.561757130148191,1.7209164312172451,1.8574812126087956,1.720571404341927,1.8569612900118628,1.694729282993108,1.852910265269006,1.6447258856065994,1.6502719085509723
Mega Gyarados,Dragon Breath,Crunch,40,1.2536574415603394,1.5423165372382237,1.3523916734283234,1.520497706028797,1.5811902478656517,1.686232129045701,1.4568410109647771,1.6308343528920415,1.3795186026388537,1.4985492783056877,1.6602665140017299,1.8085850508903083,1.521813114017363,1.6564292330503512,1.337866500089043,1.4067336063574825,1.2968388641577118,1.3823225506525139,1.3449344147982358,1.5841976195231888,1.3832982680156936,1.5354733887248948,1.4936288801010693,1.599928247132952,1.5901334329919217,1.660257836069202,1.2295422989261489,1.5075187083283224,1.2636867911634917,1.3944276673856593,1.2154380516419445,1.3534313495963886,1.4129355574911397,1.4700054955405806,1.4968475839886346,1.636428766067199,1.58096354599173,1.681463351613022,1.4555804369201828,1.6173414257697978,1.525318981507123,1.6550986553168328,1.461200406011321,1.5293268740405213,1.6252987763371116,1.749920172341307,1.5400473803916865,1.717135765432503,1.6450575269638463,1.7401730741491968,1.5224331224948817,1.6278875283167453,1.5339212488587586,1.6355065420346615,1.5563530702327473,1.6711099989965128,1.5487628900949797,1.6627195313650511,1.5380748634127253,1.6612450715063636,1.7244216937174497,1.7411178342486373
Shadow Weavile,Snarl,Foul Play,40,1.1037886964130714,1.2211675734812564,1.1704917541621904,1.190415708840852,1.2126941274750733,1.2172298105257928,1.257085651568904,1.2335994260829513,1.0964401292352146,1.1557289781824391,1.272655842072995,1.2809019996748792,1.2205171687923588,1.2459563481988731,1.2263954841440057,1.2389985413826883,1.283598948409995,1.2259486203912746,1.0606848008489036,1.1824930235565372,1.225076554834805,1.2341922832530343,1.4531781231633651,1.2919554996431595,1.2239085830637408,1.2125389264841386,1.0970909302429588,1.2055434731156724,1.1906728199293477,1.2727158098466467,1.1118998932960762,1.2005961065292345,1.320633675726048,1.251808679973553,1.1675345583113268,1.206413687548713,1.2519951069714625,1.21670233757161,1.2195316147236117,1.1945150301998713,1.1840024380734886,1.2146806596552684,1.1107656823701035,1.1110050108664669,1.1459592861247931,1.2058924420670303,1.1060424062507699,1.185986126198391,1.2121506227106997,1.2087425817960418,1.2519515853818233,1.2261285163894755,1.17906408706948,1.205443363531391,1.1780770002094547,1.2182933395581126,1.1926990502035277,1.217424945401323,1.2926295661859017,1.2974855064342015,1.2453411701597916,1.2410209081446437
Shadow Weavile,Feint Attack,Foul Play,40,1.158147748420276,1.2872477666003341,1.2281075100976837,1.2458644387606017,1.297659138534756,1.3050782399714913,1.309478896038408,1.2836031479509993,1.162760966084129,1.2079775675232016,1.3224809676358453,1.3477146121026335,1.2558487399259182,1.2781696941452516,1.2965454015242368,1.2979857568164488,1.3288449038760073,1.2779371505999402,1.106874473959546,1.2380951913629492,1.2720098506739452,1.2786889412597424,1.5119167299649814,1.3189599165725812,1.272876674620436,1.260275871450427,1.143905449794222,1.2520499930550093,1.2493581319581513,1.3175064634649336,1.1676949525693627,1.263538026549829,1.3698551055707684,1.298360994654338,1.2486152728507367,1.2831834135142834,1.2895861592464468,1.2629681535576562,1.2800933179427985,1.2600177612815449,1.2212421689212254,1.251284811984338,1.1775267381923387,1.1842951442193275,1.198316291759963,1.2584309515627778,1.1830388307354087,1.2749998225132793,1.2834382513593765,1.2709855435744823,1.3160641334126322,1.2850763280106217,1.2330497260237505,1.2619731223722532,1.2336948967745027,1.2740542563578239,1.2574774423337858,1.2748106454771118,1.3261310211229138,1.350059966876691,1.2986172366541522,1.2974962839843551
Shadow Weavile,Ice Shard,Foul Play,40,1.3929493872132597,1.5525776433592713,1.4942281200405427,1.5181468770377042,1.5687623321388968,1.593048315239406,1.6095539667620777,1.5848091830724444,1.4338297231377426,1.4611484758382778,1.576215330645456,1.6190528957413832,1.5243719878294038,1.582048263445703,1.3233447626370585,1.349143875866141,1.3829516442820353,1.3352186534459463,1.3472714309116278,1.5317781762300997,1.5256011014120368,1.5503988675026341,1.9265193710560724,1.6422370001906077,1.5506786410115294,1.5490883780108686,1.361500405543022,1.491765427687388,1.3007441833047877,1.3851679462778517,1.200582929068468,1.305169045091295,1.7340643052897928,1.566613338235595,1.6561593245913488,1.7329074387421965,1.5738220609075273,1.5350881758939339,1.5462071223975034,1.5240737947091876,1.2968305721740305,1.3352811075195914,1.4167261273470764,1.439139613828527,1.4538267103177758,1.5477524983770639,1.4375863048943498,1.553928219528139,1.5823751140485869,1.5707029304928344,1.8102187067245814,1.7327351072062833,1.4934091348645935,1.5361579703555226,1.673349471917759,1.759776183587342,1.719805291723202,1.7699767000439708,1.8049130680482226,1.8476752456366452,1.5938693833242188,1.6036352977314008
Gengar,Shadow Claw,Shadow Ball,40,1.27235954146192,1.3526207591629615,1.3961186561734806,1.3345422084413323,1.406107013714325,1.3485726040771926,1.4462691612342018,1.3638736003652927,1.6785148859741463,1.3547456752460718,1.3963122079166514,1.3748253337110805,1.331619392971956,1.3345305872137574,1.4502023428873485,1.3322018527007717,1.5957437184919467,1.36832711581271,1.3013633587757512,1.3564544080616168,1.4123406785946075,1.348532627667361,1.5389109790128048,1.3692469438832557,1.4735205303576804,1.3427638561195872,1.3781998894338559,1.4396824382971027,1.6018439983076889,1.3896723903346246,1.4149711978340453,1.3404751376734352,1.4858704070806326,1.4287301800595944,1.4256646941641018,1.3620071333065265,1.367025920875812,1.3193474134396075,1.3604698559274935,1.3315019383706301,1.3631708443027906,1.3297055044366224,1.5456343062613136,1.3661593088090302,1.3686897033457015,1.3394848957627168,1.3423747731779223,1.327077468978511,1.3822202954921017,1.3393567664865558,1.364627923552896,1.3550016903580022,1.3765668090184304,1.3484645743322172,1.3408042406141032,1.3214204038670005,1.3260219810040708,1.3393639204153758,1.358339932383808,1.3764933924044216,1.3008798547201545,1.2934271854055495
Gengar,Lick,Shadow Ball,40,1.353497972636312,1.3611228894539964,1.3810698717911474,1.374931465721042,1.3984839853366768,1.3543283268703046,1.4719443688379064,1.3528249977643814,1.785413637077316,1.3657272007525807,1.3710715373277953,1.352747416220351,1.3504356143217964,1.3403095180958937,1.5377220364422126,1.3716893618687276,1.6158228781133923,1.378612245722753,1.2972066585031674,1.3639238496805905,1.4457595908144456,1.3742854247267289,1.5630333618476573,1.3992958785962493,1.4635000259634818,1.3450450829486336,1.3929942034471203,1.424807395130227,1.5616761738302165,1.3973441917349851,1.4493351179180383,1.3761114427494212,1.4990995830771474,1.4146570153058482,1.4454905499597646,1.3556022724890786,1.3889385757062986,1.3350180033660495,1.435360882390663,1.3790273492425837,1.3884809559024764,1.3484218557900063,1.5394271264693355,1.3605966357105312,1.369937810222096,1.3565112383372973,1.2957431251013634,1.310089028974895,1.4099982282631223,1.3628274141980399,1.3826799368180134,1.369213672647129,1.3984894357843207,1.3618129243947714,1.3618429700589447,1.3428526514673524,1.3476457598371778,1.354319463417713,1.3359011860909147,1.34174144529216,1.3211533531421218,1.3118549993349584
Gengar,Hex,Shadow Ball,40,1.3912032839242294,1.461573298573113,1.4936509495452182,1.4713446219085897,1.4996308456007736,1.436777339933588,1.564316506331861,1.4751624507976537,1.9528923483660654,1.5503676843259584,1.4615237666012968,1.4417204174593101,1.430407929842738,1.4258207463723003,1.6165037485175406,1.4744681699151656,1.8573339915077631,1.5358412034727182,1.3994255633013257,1.481441794467106,1.5384964084324522,1.5056614251128073,1.611688058758317,1.4634374285532323,1.5455615186841514,1.4458567851923392,1.4963778430377175,1.5391072887550583,1.6843999087412105,1.5458587616125252,1.6231536849717596,1.5148528032013862,1.6274299860251402,1.5998647343874564,1.553440751659572,1.490830487722094,1.443486958589525,1.4164992375800107,1.5354356803898936,1.4672568533214168,1.4305576300907343,1.417621682296746,1.615010817605547,1.481303564096462,1.3982105655777224,1.412641706029383,1.354877802688185,1.3971636215234562,1.4475799905721805,1.4344450965926498,1.4212320566913075,1.4363642688506906,1.4786574145850266,1.4421420230473345,1.4263598126887318,1.415045762032264,1.4188728968792403,1.43112968709277,1.3829507128841687,1.40658991381376,1.3394361728210074,1.3358869426731463
Gengar,Sucker Punch,Shadow Ball,40,1.4368413268800428,1.4549030209923688,1.4490546059290565,1.4442588748340008,1.4762204370014695,1.4306733710546524,1.5434844964349521,1.4503845014420367,1.9542600053751293,1.487421208549219,1.519286535033761,1.4986823892270114,1.4471613143996696,1.4301997220029237,1.6537285678226157,1.4770001743817285,1.7664149000565108,1.4815365671788738,1.4238568015108541,1.4626952798024315,1.5456759831891649,1.4819583839391284,1.6514965679387172,1.4754963642181325,1.6438062715031196,1.492372129841151,1.5266512304801785,1.5347598301304708,1.6939060976372364,1.4987373529573857,1.5906734372057023,1.4731970995372716,1.6132020351759175,1.541693519667949,1.5473639136828201,1.444875380592691,1.48046983003444,1.4363995328126606,1.4976154418366039,1.4442017527880089,1.4679518056626302,1.4472950741962447,1.702401247485906,1.4732033552667714,1.4541914518028232,1.473077349458403,1.377339952527703,1.406939622812746,1.457062229188968,1.4322238090865862,1.4430116005195883,1.4446374666901511,1.4782186092044745,1.458806968004649,1.4554262313166795,1.4396548003943317,1.4358173337856173,1.4495466497250376,1.4182410067157887,1.4468541069745726,1.4477542386191913,1.4320998300949022
Gengar,Shadow Claw,Shadow Punch,40,1.462433162141558,1.608106412451695,1.5838875838481026,1.6269032112263413,1.6580750232565278,1.6499038943935234,1.6656209934652768,1.6401445183877768,1.7431273535878324,1.5993244165602112,1.694779143371053,1.6832246187734463,1.6085371913865387,1.6155597212609796,1.6566999122271948,1.6091474384600395,1.7459576996356962,1.6443986370767683,1.5314338134148764,1.6418625862891094,1.631504415273131,1.6311217997699614,1.7589362463683658,1.6661617290250168,1.708936485602429,1.64174586702343,1.5201085288587253,1.6667936724061014,1.6931134311511533,1.638764872003856,1.5171573140975725,1.5971943398972905,1.6839172779740168,1.6889560038193232,1.6842053425909287,1.636981109833575,1.6566105040138557,1.6082274089352058,1.6207648240776367,1.611979756693214,1.633595498907918,1.6150351257612237,1.7748473759432477,1.627841659496455,1.6270770962598717,1.63493497550997,1.6015377354372164,1.6312817580588048,1.6419806193385573,1.628143715964107,1.6420332891732392,1.6492960973422295,1.6833851198558005,1.6499465068525347,1.635313987458018,1.6264522678165283,1.604705342605156,1.6503749535122323,1.6617061474678827,1.6787154884408533,1.6133652270640055,1.6182828671980347
Gengar,Shadow Claw,Dark Pulse,40,1.5119007480910385,1.6608325508594248,1.6127437285298003,1.6493507113360035,1.676920235740564,1.6544538226240904,1.6701548200366034,1.6719643420062018,1.778768339395137,1.638458525517286,1.696565444941147,1.6969330936626954,1.6287664348471211,1.6471673396329,1.727530864007627,1.6356099037679266,1.8325556228124449,1.6882605024316961,1.5443480738681619,1.674101837024277,1.6583747172472183,1.6631166520546623,1.7828725545253952,1.6946619931644666,1.7436754792578808,1.6497081432091594,1.5778196304110488,1.727368140490027,1.7886755904414058,1.7008310995102254,1.603093019840279,1.6469145849696207,1.7112686786529139,1.7316580394497698,1.7182855208132295,1.6839802327372504,1.661430499628334,1.62211012896192,1.6322408447693557,1.640904459106357,1.6532583909662901,1.6548581217877976,1.8178502042937676,1.6901363604267086,1.6397165763069719,1.6572599850907965,1.6186172407993011,1.6401752332118253,1.6693537571685928,1.6578679942891152,1.6587099675366677,1.6681683296683922,1.690883545999665,1.6794354623668573,1.6335092739792836,1.6373080184658877,1.5930057666214383,1.6566122688064862,1.6600896828103555,1.6896958366447017,1.6090352187921353,1.5929651396088433
