Attacker,Fast Move,Charged Move,Level,"Tapu Koko, Tier 5","Tapu Koko, Tier 5","Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Wigglytuff, Tier 3","Wigglytuff, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Togetic, Tier 3","Togetic, Tier 3"
Shadow Venomoth,Infestation,Bug Buzz,40,4.370496208319475,4.214890871535482,4.405674999503775,4.053855366362411,,,,,4.412689535084122,4.124323356986722,4.115804143602765,4.036499593599597,3.927856625034122,3.858767168804099,2.9482300935238395,3.1082243501615157,3.8351892480520497,3.67335801394108,3.8210804579775304,3.7202839847607776,,,3.108690138163323,2.8643584312706443,3.929161252233533,3.739438597432328,2.7658311249090417,2.745289143420606,,,,,3.0260482691875743,2.949321110878297,,,,
Nihilego,Poison Jab,Sludge Bomb,40,1.106058351646596,1.1410841774628553,1.0756695367158893,1.1055576629583836,1.0718651013108773,1.1098794106096475,1.1479437610006948,1.1603423867648135,1.1808964324555615,1.18810783050792,1.1674356583476477,1.1966764947283408,1.149962092904269,1.1943642282152787,1.0679755357055856,1.2837883824039482,1.134868415600402,1.1899299980901434,1.1966410677609007,1.1917488413011363,1.1807720011365466,1.1875525063630614,1.273599891119675,1.3088652799642497,1.1612101357985876,1.200211967610844,1.3330719764700754,1.359368143757715,1.1519564325840608,1.1794739566563255,1.1908116278507677,1.194322753783789,1.2995345009775805,1.306588396533671,1.1765616329017856,1.179052504445826,1.2151282727918427,1.2129849609971508
Naganadel,Poison Jab,Sludge Bomb,40,1.1589939591651768,1.179082538275411,1.2163834445596071,1.1635209336067402,1.2111889235585391,1.172119732950524,1.1066008005136534,1.1137764230370089,1.2611439557370132,1.201928379671871,1.20061768430592,1.2006544011979208,1.145938216468349,1.1466591137468265,1.2635264427628712,1.338086928149861,1.160885789282638,1.1421454316493747,1.173302354476492,1.1438548178685188,1.1477007853875327,1.1338723175587708,1.3497923801646163,1.3488312486710143,1.1690331496381163,1.1487298312266077,1.3107225491532304,1.311481318545182,1.1158242720178815,1.1290898914286434,1.135701010257937,1.1424079714736772,1.323775772241217,1.2937312499400608,1.1375405030642818,1.1332567620254248,1.1779650728222668,1.1577195542447227
Nihilego,Acid,Gunk Shot,40,1.2197807637393043,1.2465183860134472,1.2264446398659243,1.2345476331736263,1.2271589556300446,1.2392353279210477,1.2512991004647613,1.2296090247735905,1.2526415755911735,1.2557291611696881,1.2373521574593085,1.2677625244084103,1.2130377847786884,1.2555154794603762,1.1776294629723296,1.3867872921202051,1.2080662261827348,1.2703124468575884,1.2817588761836385,1.271331329228268,1.2402140254926695,1.244543321569573,1.4073131564222512,1.4412857576244817,1.2393247078179441,1.2599341772331638,1.4204459482800964,1.4596431410822228,1.2598725489224303,1.2798926478592734,1.26004242717295,1.2493949079424433,1.3886352335555188,1.3859987637275213,1.241633562159403,1.2314198874240614,1.2637557196247375,1.2767178737361145
Naganadel,Acid,Gunk Shot,40,1.2560896814872162,1.2518871702928511,1.4218955960264044,1.2599971872503288,1.425653557031288,1.2692805239814244,1.2172086581747825,1.2219674930538436,1.4444667106443922,1.276182560265344,1.2983897097587629,1.2934004874416005,1.248825588576185,1.2124336466477699,1.4609614893872052,1.5359074659924707,1.2834041168433448,1.2549596858940089,1.2779303875036048,1.2352841155241288,1.2600263746393243,1.224850752955206,1.4826398439431658,1.4557001567470194,1.2802463365104642,1.2515892640416708,1.4461256588271534,1.4435851731533949,1.2269670571209796,1.223575085782292,1.2317807439480715,1.2196665811855154,1.4827502520255387,1.4633785519221365,1.1878850171476525,1.1735897480399007,1.2325429900092966,1.2168151189708618
Nihilego,Acid,Cross Poison,40,1.3485234886656279,1.3794198426918027,1.313752935277614,1.3489869684176976,1.3122158431327209,1.3575818221755789,1.3554301812218725,1.361875812183119,1.3927703590127591,1.3889236120735855,1.3841538214280793,1.4089547636437765,1.3607624174173503,1.4139906678991392,1.2822523274505169,1.5153016354460833,1.3483511687152172,1.4019488712224737,1.4368393988971346,1.4308097872563375,1.388998632403766,1.390852464623526,1.542197813034658,1.5850299343909255,1.3739013680448042,1.4077127574603803,1.5831988869996971,1.6171979313038967,1.3853659548949688,1.415340560499338,1.3931852890260346,1.4065743018047518,1.5494264900324715,1.5409761554018335,1.3823696860952241,1.3821541537868396,1.4191590622739463,1.4277680809594981
Salazzle,Poison Jab,Sludge Bomb,40,1.3388347390850293,1.343708682261324,1.4646019111990605,1.3036938364386066,1.4631858980000019,1.3132573779184962,1.3088258344921346,1.3096506963048369,1.4708087147212465,1.3893012436209435,1.3374596609461915,1.3172251760819578,1.2809716634670318,1.2919243771219715,1.45119835134087,1.5593803446598458,1.272789076558347,1.2933506633917131,1.3330744507741834,1.3156976286000703,1.3026070594991834,1.301047496111626,1.5801288193758323,1.5175529040479245,1.3234887039939316,1.2971724372685918,1.5164396221081624,1.5011793794701642,1.340666638582371,1.3128225587219977,1.3939579838542588,1.318953417692341,1.58156930272638,1.5577222130032964,1.3036224937056076,1.29277918206719,1.356345812045191,1.3228524088519573
Naganadel,Acid,Sludge Wave,40,1.3803094057788088,1.3772033240443715,1.5400854714869225,1.374808699453104,1.5384177202831046,1.3790263211028104,1.345029548059971,1.3451585324283317,1.5840233676240736,1.402030766996812,1.4316024906716454,1.4206035150499536,1.3722817554434814,1.3335627294876384,1.5887037486383484,1.686155586652585,1.4065837227945739,1.3565943028718486,1.397504391746753,1.33832757785077,1.3802385812953615,1.3302933914105899,1.6341392074425882,1.6016320330542089,1.419828174455034,1.374968100333965,1.5802606390643719,1.550486989710625,1.3484037485100868,1.3349447690319658,1.357673166866848,1.3398252071434749,1.6414094406010922,1.6049385801582046,1.312664400799837,1.2954827680465826,1.3669230220986117,1.3256415514974822
Salazzle,Poison Jab,Poison Fang,40,1.722861197331517,1.7039444891040962,,1.6403440176595447,1.79255336856614,1.6462922146069583,1.6726300234429208,1.6669740342935753,1.8760770679931296,1.76350151661515,1.7045940914031597,1.6731813656606294,1.6286183283138596,1.6240313673053715,1.814361006348402,1.98573696395534,1.6104253143268514,1.6322593624393142,1.694972958021669,1.659047253851549,1.6726985382344797,1.6592765765416346,1.9983503799143854,1.912898622422385,1.6863307948871897,1.6418339024325785,1.939342003953532,1.9073386976087088,1.6842049996654664,1.6584652897068466,1.7355158663907297,1.6732407658923043,2.0131287377861695,1.963203747527237,1.6579211268462066,1.6378128581532017,1.7484639709327092,1.6908685972105622
Nidoking,Iron Tail,Sludge Wave,40,,,1.9533790320423146,1.8763397663792314,2.449336948313203,2.3866932325722257,2.51122802268597,2.390279979892441,2.0376714388442174,1.91416432608948,1.9185963662902474,1.904799088102392,1.8392816987599738,1.8280339391038518,2.2009472248910886,2.234590415921806,1.8384470206560408,1.8413941015084376,2.5474799686324823,2.4253304092490535,2.512975725317663,2.417634036401962,2.1804236167035227,2.1751318492722636,1.8525403402043379,1.8482144667302753,2.137068251289029,2.12856019907291,3.1894745221746166,3.011858341790599,2.436798139955184,2.323581717394105,2.2436267615859147,2.2191429557025613,2.4561697304579613,2.362141738325717,1.8755691000582981,1.8518244362771499
Shadow Nidoking,Iron Tail,Sludge Wave,40,,,1.9327211069869317,1.6222576132405597,2.6787080834077637,2.1349797982263263,2.5416412883944837,2.1254006873052567,1.809419731735872,1.6476468022343818,1.7054785172526916,1.6565001868267346,1.60371860591388,1.5608789033482415,1.906000009665827,1.8686508984734287,1.591907060800153,1.5720014271599039,2.1812279677026383,2.0783021441603404,2.083842336122216,2.020494373057625,1.9291023939273277,1.8445382197007456,1.6418804450661506,1.5438249149112153,1.796290107419362,1.803390298273949,2.781837834254746,2.5679099876280773,2.199239781286582,2.0495438605668217,1.8845074078617745,1.8849630149936543,2.1561957367638773,1.9938150486793929,1.5621759455178297,1.5522728178101453
Dragalge,Acid,Return,40,,2.2223627576426375,2.1460665769722347,2.1608377347329704,2.1409566019189223,2.171294799457736,,,,2.22213085559409,2.4423841951747494,2.3921864421321857,2.2032708341723986,2.155140047381398,2.248814227295746,2.549809325717893,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Acid,Hydro Pump,40,,2.323889384133278,2.2901314262191383,2.284623234655055,2.62159920364464,2.6245993481294776,,,,2.349679332130309,2.9952644640814095,2.899120928953884,2.3023307176877905,2.2395262701822873,2.397832973905359,2.7704639032976757,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Acid,Aqua Tail,40,,2.581936578222701,2.5660406179422806,2.5339255684952247,2.6440257735058204,2.6736999753718083,,,,2.586861054902593,3.077771458927493,3.0297344153955583,2.592271054566826,2.503524284247405,2.7293927731748755,3.0332787799138474,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Acid,Outrage,40,,2.739566394922373,2.6495669036176084,2.6601125064532463,2.2509746914419755,2.2273403993317107,,,,2.7348135809572565,3.077771458927493,3.0303269457899886,2.6753361667628797,2.641355877188938,2.856832605254213,3.2473143843867844,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Water Gun,Return,40,,3.3940375124384423,2.8861736234508077,2.951378300343007,,,,,,3.4034579034188757,3.900874625263931,3.930972349046089,3.0093900239264073,2.974356208726989,2.9786222826999165,3.4154403234682422,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Water Gun,Hydro Pump,40,,3.509571407270426,3.123221465563293,3.126193916828123,,,,,,3.558906810021292,,,3.1462591122467702,3.0772814831241275,3.2267620791158365,3.7457279821378915,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Water Gun,Aqua Tail,40,,3.6614889287892,3.274405199055188,3.2912651755088658,,,,,,3.6796656893787993,,,3.3685726682567885,3.2965232325472296,3.434054875684625,3.8650590926010433,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Poison Jab,Return,40,,,1.9488730950361122,1.975068384092982,1.9443927596832369,1.9801380066252054,2.075972486081729,2.053888248546819,2.111817528095229,2.0842305658639404,2.123396593142751,2.12444263025765,2.0021274495106574,,,2.324130518416461,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Poison Jab,Earthquake,40,,,1.9964526398728284,1.957294217855943,2.2783044175374005,2.2592864924351512,2.405116197036618,2.324765613086661,2.0946597966327323,2.057494287105054,2.165797430630814,2.113449066373955,2.011049741269621,,,2.376265230121716,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Poison Jab,Stone Edge,40,,,2.05275413398415,2.056632382451976,2.0464990377172017,2.0673856175796477,2.194975490970068,2.140461941355905,2.2225072652391735,2.1799830692096793,2.2581963014377373,2.2464894589708786,2.0763539433821263,,,2.480371617579676,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Poison Jab,Earth Power,40,,,2.1146577041274686,2.0838005053762036,2.2814761701136033,2.3267365426899755,2.440621002253366,2.4179000125298877,2.2493634521326222,2.1768043417421685,2.2542960622095327,2.222509297043758,2.1267409668118065,,,2.5376959488994353,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Bite,Earth Power,40,,,3.089509893859671,3.151658842087074,,,,,3.135321245401653,3.1143683120739682,3.2455548588157734,3.3253090902503524,3.2477369016347226,,,3.2809878586829333,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Bite,Return,40,,,3.5289579537932716,,2.9081747887154203,3.027937067203901,3.301103027703339,3.339770629419032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crobat,Air Slash,Air Cutter,40,,,3.0268196132208094,3.069736580339516,,,,,3.21204157677976,3.1631255783787844,3.0773263174403116,3.0805591504191114,3.0737152235493124,3.0352207948277137,,,3.0366272205368126,3.0357221110803945,3.116319495530276,3.0488788157861015,,,,,2.9853988664173117,3.000192877115189,,3.5231449968737336,,,,,,,,,3.138602976222594,3.090612463501684
Beedrill,Bug Bite,Return,40,,,3.7223790484393087,,,,,,4.199269018880707,,3.7800785450538377,,3.562290886336142,,3.202276188980496,,3.752841607554563,,3.6103304991731453,3.596308782390279,,,3.897229391680213,3.715087988499663,3.833963500657322,,3.7055893654733745,,,,,,3.8247579458422156,3.6993175508552922,,,4.045036979521813,3.9347449212197043
Haunter,Lick,Shadow Punch,40,,,3.0187961327258965,,3.0273592315707556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Gengar,Sucker Punch,Sludge Wave,40,,,,,1.4035493538429935,1.3625371031477491,1.3580918789407221,1.333411338275901,,,,,1.4737227191973616,1.4756317702741373,,,1.4550149476872385,1.4758468011647508,,,1.3459179936934933,1.3304535570802858,,,,,,,1.3274448205537397,1.3280056636673794,1.3388629299701564,1.3222122871033686,,,1.3236466954256199,1.2985764988895507,,
Shadow Muk,Infestation,Sludge Wave,40,,,,,1.7442445613365927,1.748659316667517,1.7364871237749988,1.700218353756157,,,,,,,,,,,,,1.6781271472376909,1.6683901438198145,,,,,2.217786926279994,2.215003983928365,1.6611234255241643,1.6816157166097188,1.7013023918234924,1.699237680322995,2.2766723324259823,2.235335974628225,1.6853843416538803,1.657400371038194,,
Shadow Victreebel,Razor Leaf,Acid Spray,40,,,,,4.574424808823014,4.196296008679774,4.08407924879514,3.9913639052625167,,,4.467401288133228,4.213288745744641,,,,,,,1.8544814575596893,1.7933610178444304,4.237989947232624,4.111968061719506,,,,,,,,,4.014032485679363,3.93888205304961,,,4.144649656156099,3.9551692141192865,4.144312254927126,3.9244550150419535
Muk,Infestation,Sludge Wave,40,,,,,1.9290334393379898,1.9631679398628363,1.9680875523900712,1.9557137238521005,,,,,,,,,,,,,2.0092780274279356,2.001137552338417,,,,,2.5805212586115536,,1.9474231006549423,1.9938768337612005,1.9586438449234298,1.9539033667237977,,,1.9939673870135524,1.9700583148568378,,
Gengar,Sucker Punch,Sludge Wave,40,,,,,,1.8357346634036158,1.9420162874353766,1.8044652130315153,,,,,1.9815892340118948,1.9665326791860707,,,1.9900860728218395,2.006543002730484,,,1.7633826259174867,1.7325610548001715,,,,,,,1.8165047999365624,1.7825966289720665,1.936303077101691,1.814527489099525,,,1.795693904962072,1.7426531524300026,,
Dragalge,Dragon Tail,Outrage,40,,,,,2.5925876224444964,2.6485490444927144,,,,,4.321202403097531,4.179902798339999,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Dragon Tail,Return,40,,,,,2.692878883636685,2.751618693463323,,,,,3.587774039596891,3.563939782667854,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Water Gun,Outrage,40,,,,,2.9975487229591566,3.0221427414505784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venusaur,Vine Whip,Return,40,,,,2.561124301273759,2.8449071786133304,2.960972081392846,3.1495700408733507,3.204318428466833,,,3.189634666382967,3.236808509664128,,2.6203158814777083,,,,,,,2.9544509616910175,2.9700870300458915,,2.9159081096445245,,2.6361757792886267,,2.994996688784695,,2.4553945227246796,3.305426746694493,3.3291797379935795,,,3.1206164622368333,3.1115590856319706,3.0483183371621845,3.0681848293892777
Venusaur,Razor Leaf,Return,40,,,,2.462019310445231,3.1170231882928467,3.2628205270433077,3.173574593642732,3.1975386419301732,,,3.5080429179812174,3.5577545437117823,,2.4900535382721527,,,,,,,3.418133650408137,3.4019324609591512,,2.9553749352288228,,2.6096313128305093,,3.015281746084738,,2.586704958442104,3.305164929906728,3.3180980273822573,,,3.329786275895358,3.295303416390268,3.5109529976251936,3.514509472963582
Venusaur,Vine Whip,Frenzy Plant,40,,,,2.125984020684311,3.1768106576873674,3.192425433156646,3.3387770586230654,3.344953872453576,,,3.485514143719403,3.431085420527371,,2.151188304098703,,,,,,,3.1588826189799675,3.124758434485222,,2.4485237726807134,,2.1680967446366157,,2.4577866285834586,,2.0724575588754695,3.451344898631218,3.4403921446909744,,,3.304228010736632,3.2389384315857264,3.234832547994167,3.1917128351611384
Venusaur,Razor Leaf,Frenzy Plant,40,,,,2.144892385823035,3.3429845485073026,3.455637792515248,3.3295957308443915,3.3176816175739368,,,3.730905709934275,3.7080677497242394,,2.1544443114876834,,,,,,,3.5362889579423435,3.4852071257330364,,2.557774809559624,,2.2303167720653985,,2.5726415686389577,,2.2210074562938016,3.4340070109338545,3.4068904880098305,,,3.4574036814533193,3.3819245018474433,3.618937971488377,3.5763743211202605
Venusaur,Vine Whip,Solar Beam,40,,,,2.3634743076872518,3.615953206208606,3.520331260275614,3.6843632801381787,3.6954435036757687,,,3.8260642963858666,3.776559256722229,,2.374204912471759,,,,,,,3.3854859853057304,3.328653580891257,,2.6523944272252815,,2.338083606115743,,2.652773731363795,,2.2163583550588957,3.6981463399368257,3.6805533926014706,,,3.536942603216511,3.4330677718059324,3.4945618864125847,3.4357144227179974
Venusaur,Razor Leaf,Solar Beam,40,,,,2.3407093217563006,3.725752714353192,3.7725344628280704,3.591413584680055,3.577566568180277,,,4.132441407671087,4.109709894013403,,2.332405090828984,,,,,,,3.7885119804929013,3.7142349901671374,,2.7866118787637877,,2.397308713430755,,2.7462424148154363,,2.3695422205161627,3.6357093230108037,3.618955957166238,,,3.6885144155193084,3.5728376301903357,3.9463539979294207,3.8625187563351044
Venusaur,Vine Whip,Petal Blizzard,40,,,,2.567258198052206,3.7729343780164077,3.7217267246945327,4.037534562427262,4.025037526574511,,,4.204374979392767,4.042811590065715,,2.591149178217438,,,,,,,3.6053308503046173,3.560709492289181,,2.921035795661635,,2.560383553301334,,2.913776900136969,,2.4153415388069566,4.054711046614705,4.037062156445266,,,3.8047719201202663,3.717160857392034,3.735288374005605,3.682871205761238
Venusaur,Razor Leaf,Petal Blizzard,40,,,,2.4881091537687134,4.056085220414933,3.9915465395171545,3.840819264649242,3.819029494571747,,,4.41487752120822,4.371761512339026,,2.4845433191423334,,,,,,,4.073509956546998,4.007774824580697,,2.98187116870195,,2.5696951003296262,,2.9616082719756958,,2.5653790752473866,3.903974990768653,3.8434743443138086,,,3.93154702213086,3.82574454026533,4.21079251673191,4.146706335915818
Nidoqueen,Bite,Stone Edge,40,,,,,3.246846161462391,3.241509153478011,3.7177299686420344,3.615158289864547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beedrill,Bug Bite,X-Scissor,40,,,,,2.232395188250524,,,,,,,,,,3.3921211669718008,,,,,,1.994616635689134,1.9890695758348562,3.98958434700105,3.7144222997401743,,,3.689166951021286,,,,1.9420986725162368,1.9394526478736194,3.8942115023211246,3.6890691891197562,,,,
Beedrill,Infestation,X-Scissor,40,,,,,2.340493013266883,,,,,,,,,,,,,,,,2.0230241190405955,2.0039192789140015,,,,,,,,,2.0421146413843485,2.0317033781622826,,,,,,
Beedrill,Bug Bite,Fell Stinger,40,,,,,2.4547126222617006,,,,,,,,,,,,,,,,2.135074711052313,2.1108645291549895,,,,,,,,,2.0673211434380176,2.0486196385764317,,,,,,
Haunter,Lick,Dark Pulse,40,,,,,3.0409785890894603,,,,,,,,4.537737138437534,4.441218413315973,,,5.204653203158711,5.085789839040083,,,,,,,,,,,,,,,,,,,,
Venomoth,Bug Bite,Poison Fang,40,,,,,,,,,,,,,,,,,,2.967966898872661,,2.887695973372208,,2.0854998450736626,,2.858703934538445,,2.9569734149070737,,2.939924278715867,,2.1700463424318794,,2.207201101480524,,3.036858153280932,,2.152489972485156,,3.0296889362336246
Venomoth,Infestation,Poison Fang,40,,,,,,,,,,,,,,,,,,2.943492501850991,,2.9651108510227573,,2.2029170133118945,,3.055745492713069,,2.9126016204044265,,3.0516145207464893,,2.2983876145277216,,2.245676844132844,,3.1151118181429815,,2.2628871618677366,,3.1414223978305356
Drapion,Poison Sting,Fell Stinger,40,,,,,,,2.365949143377943,2.3114685856981203,,,,,,,,,,,,,2.2846818664702444,2.252535499490522,,,,,,,2.2960082716511336,2.3164924198891406,2.401678924600817,2.3865013885170416,,,2.3738142489383756,2.3321315604988744,,
Drapion,Infestation,Fell Stinger,40,,,,,,,2.4351329275141222,2.385210036290323,,,,,,,,,,,,,2.3969956317757695,2.361414565739883,,,,,,,2.413514101207542,2.428236550379724,2.4668446201190695,2.442315009365124,,,2.4082748109720784,2.3495595393572595,,
Drapion,Ice Fang,Fell Stinger,40,,,,,,,2.4631693306697224,2.4314666925676036,,,,,,,,,,,,,2.4502385300180434,2.416857466879597,,,,,,,,,2.4983544242077422,2.4813590135641546,,,2.464732686722743,2.4196263150750226,,
Drapion,Bite,Fell Stinger,40,,,,,,,2.5554734101909817,2.5209731411850496,,,,,,,,,,,,,2.646517847824605,,,,,,,,2.6654351909443013,2.715898275329271,2.61189782662727,2.600356969721766,,,2.5228864482300426,2.4968877668347886,,
Drapion,Poison Sting,Return,40,,,,,,,2.557398566032146,2.5267817970865876,,,,,,,,,2.552555720259738,2.596849456214141,,,2.4213393876764315,2.4085157321932393,,2.9446668207698594,2.65037740719853,2.6464075355392844,2.945716513462145,3.0043258647137048,2.44403765236763,2.48297943462869,2.5436856119660054,2.5436477502268975,,,2.511121823115601,2.487406798813124,,
Drapion,Infestation,Return,40,,,,,,,2.6824614038432864,2.639323977306536,,,,,,,,,3.639397473672347,3.734360597043821,,,2.6260655879125485,2.602911897426908,,,3.716488761574727,3.7357853707638524,,,2.646721912193623,2.680318755856853,2.6525219006110503,2.6403707762119013,,,2.5721787775793934,2.5300078534144994,,
Weezing,Acid,Return,40,,,,,,2.164198596414934,2.351231041719505,2.3417408550491867,,2.394083513402266,,,,,,2.602486211282927,,,,,2.347444700428859,2.320812611534977,,,,,,,,,,,,,2.2943031151827626,2.2527023617888924,,
Weezing,Acid,Shadow Ball,40,,,,,,2.2862764614391295,2.486946411998174,2.426751273189497,,2.5266146155238807,,,,,,2.1214876779924285,,,,,2.4393979017321477,2.372208020840657,,,,,,,,,,,,,2.406817084786278,2.325365041210281,,
Weezing,Infestation,Return,40,,,,,,2.7056573841310128,2.6928415238623966,2.684228868355484,,,,,,,,,,,,,2.7057187179705284,2.673072154677261,,,,,,,,,,,,,2.7882274307845685,2.7363825077743846,,
Weezing,Acid,Dark Pulse,40,,,,,,2.540876186757133,2.7604985142586442,2.707052009022961,,3.0621418458783127,,,,,,3.01485663838288,,,,,2.671886999269449,2.613900427940047,,,,,,,,,,,,,2.6332602508734015,2.5551102670222914,,
Weezing,Infestation,Shadow Ball,40,,,,,,2.7656399003334786,2.7618446566316517,2.7054225571857002,,,,,,,,2.6159101699534664,,,,,2.7182376227111464,2.64655409978037,,,,,,,,,,,,,2.7919124475072277,2.6936705012238806,,
Weezing,Acid,Thunderbolt,40,,,,,,2.6574335648975045,2.9996852041624043,3.0043186653656457,,2.6068302366425304,,,,,,2.8216559642553136,,,,,2.8933330739304304,2.8811172828690803,,,,,,,,,,,,,2.832290057107625,2.790254792783289,,
Weezing,Tackle,Shadow Ball,40,,,,,,2.8798182838809594,3.0920243073956564,3.047447124313631,,3.281020558535151,,,,,,2.494266364311563,,,,,,,,,,,,,,,,,,,,,,
Haunter,Shadow Claw,Dark Pulse,40,,,,,,,2.7739402599865994,,,,,,4.641357014360319,4.548115648961949,,,5.009783815171336,4.82352495197016,,,,,,,,,,,2.7301815216071486,,2.6941496521846404,,,,,,,
Nidoking,Poison Jab,Megahorn,40,,,,,,,1.7642474085454414,1.6512720719525555,,,,,,,2.074240254049274,,,,,,,,2.306109673220008,,,,,,1.7912368323887924,1.6851685018698517,,,,,,,,
Nidoking,Poison Jab,Return,40,,,,,,,1.9395048628414548,1.8820635823024845,,,,,,,1.9499687667532832,,,,,,,,2.2301784622007035,,,,,,2.0285635873888297,1.9380735557703213,,,,,,,,
Nidoking,Fury Cutter,Megahorn,40,,,,,,,2.0687227864844386,1.9399468718361457,,,,,,,,,,,,,,,,,,,,,2.1492679291383654,2.0239709518456204,,,,,,,,
Nidoking,Poison Jab,Earthquake,40,,,,,,,2.261111377022222,2.141664151333434,,,,,,,2.0728352259994365,,,,,,,,2.2747153496930204,,,,,,2.357320987394281,2.2060760362692875,,,,,,,,
Nidoking,Poison Jab,Earth Power,40,,,,,,,2.2936009068375003,2.238146858003315,,,,,,,2.2127077494198,,,,,,,,2.3919661909958503,,,,,,2.421893391599987,2.3143294428892753,,,,,,,,
Nidoking,Poison Jab,Sand Tomb,40,,,,,,,2.2936009068375003,2.2378383745486627,,,,,,,2.297844350844604,,,,,,,,,,,,,,2.421893391599987,2.3140937318974877,,,,,,,,
Nidoking,Fury Cutter,Return,40,,,,,,,2.5046317684693578,,,,,,,,,,,,,,,,,,,,,,2.6801111456658084,2.587119363434799,,,,,,,,
Garbodor,Acid,Return,40,,2.2103432529772062,,,,2.158147871214525,,,2.310057349331717,,2.3126453456887703,2.2923726915650864,,,2.3461435724451314,2.5412576652739864,,,2.2979114191300667,2.2691729029997463,,2.120635955605257,2.598214782204596,2.559376536338366,,,2.5671983366149322,2.540452499530261,2.171380440196557,2.1988662148434455,,2.1605491210761465,2.550140636473385,2.4680308481079134,2.247914142248772,2.213769849706597,,
Garbodor,Acid,Seed Bomb,40,,2.5761941821712835,,,,2.6675912962638364,,,2.716556603493258,,2.9954295744107067,2.9674726891563457,,,2.734824184055104,2.9751154735651992,,,2.0669158388309863,2.046075581916592,,2.5874442402269158,3.0437059178666015,2.9798532707168235,,,2.978563066384795,2.918602911023134,2.5182072967956644,2.5270829178073635,,2.6752810812341887,3.0167670323926155,2.8854900437054583,2.8320326093903523,2.78944713697483,,
Garbodor,Acid,Body Slam,40,,2.591840579734615,,,,2.4870648742076265,,,2.744412154492562,,2.7119985575315333,2.6497741257812737,,,2.7346401850300466,2.972846582145199,,,2.661982627220885,2.6073822078049185,,2.4347976582797255,3.01886231852038,2.9501901549045706,,,2.9900952211183807,2.929186699942453,2.535026434343459,2.5405883016176194,,2.496425202129642,2.986634941970416,2.8540902048800505,2.6235826685869816,2.551944262451567,,
Garbodor,Infestation,Return,40,,3.647282889902485,,,,2.694135916557023,,,3.8385613340702567,,3.736657961935657,3.7910350937647253,,,3.3881755068561406,3.6157227758360038,,,3.860563144049294,3.8275662613760835,,2.592208587549802,3.548076615157452,3.540976429926922,,,3.6957328591089817,3.695560476245737,2.6302989490691298,2.666367936359133,,2.631992682842392,3.7768976885954073,3.6860090224060587,2.5739474025323372,2.530438644501897,,
Garbodor,Infestation,Seed Bomb,40,,3.8507851523875494,,,,4.0039591482639345,,,3.998376984197733,,,,,,3.8108505696720405,4.078680352407379,,,2.7021316155742965,2.6945127586982336,,3.721231580122611,3.92073184657655,3.920109633414427,,,3.9959843381053948,3.9808058600893514,2.9756859176254564,3.006343896895182,,3.888218734871003,4.036217003323004,3.948308465967197,3.8396014088192927,3.706790259286647,,
Garbodor,Infestation,Body Slam,40,,3.9827684451817444,,,,3.061014459633062,,,4.189397564584856,,4.02580437132374,4.063205265945916,,,3.8872584942044006,4.082126776879516,,,,,,2.9575904330998566,3.9452519514551634,3.9345773308442276,,,4.091673218479006,4.0708610106482395,3.0294353879473768,3.062018313429461,,3.030630124867234,4.084592720210463,4.0146428831943375,3.0003535615317207,2.9267765173608806,,
Nidoqueen,Bite,Earthquake,40,,,,3.4434041020208332,,,,,3.377209851010596,3.3213498912859545,3.732560347699127,3.7043386801412836,3.5956751882116205,,,3.4493653623415192,,,,,,,,,,,,,,,,,,,,,,
