Attacker,Fast Move,Charged Move,Level,Arceus (Grass),Arceus (Grass),Arceus (Grass),Shaymin,Shaymin,Shaymin,Mega Venusaur,Mega Venusaur,Mega Venusaur,Amoonguss,Amoonguss,Amoonguss,Bellossom,Bellossom,Bellossom,Gloom,Gloom,Gloom,Grotle,Grotle,Grotle,Meganium,Meganium,Meganium,Tangela,Tangela,Tangela,Venusaur,Venusaur,Venusaur,Vileplume,Vileplume,Vileplume
Pyroar,Fire Fang,Overheat,35,1.5794440690806906,1.5780727266767074,1.3342578815764792,1.6701107688328916,1.6490144264360216,1.358126836674891,1.5822031746979857,1.5856765272447624,1.332426418982484,1.568711764115936,1.625551599638953,1.3029786380503459,1.5336454123416585,1.5869896005970205,1.3299508620940306,1.6167541034697692,1.6488546644504467,1.351028464575109,1.577299246068962,1.6425709170188665,1.3281609685395175,1.5454108601633831,1.5846789914137798,1.353812118629469,1.5771071424781673,1.6217383461199717,1.3327497108415838,1.570188538361023,1.5951838715699085,1.3141310434944933,1.5561202614379086,1.5795032679738563,1.3148549019607845
Darmanitan (Galarian Zen),Ice Fang,Avalanche,50,0.9971225484750418,1.0457241616690676,0.9973429102690418,0.9993388491804441,1.0626237050725076,1.0053934890200993,1.012704765033524,1.0618065614407097,1.0141472665641287,0.9983452010831411,1.0804834018654097,0.9984204192157256,1.0168638967231705,1.0782426656587096,1.0071332344760076,1.0278542489092042,1.0987819447330147,1.027542592977353,1.0037148459861394,1.055576531917226,1.0076123893158593,1.0358136962454554,1.0773666506487267,1.0556064301451589,1.0371077791572492,1.0857712836511424,1.0520272923099778,1.0106029494119844,1.0544147843942504,1.0179671457905544,1.009673202614379,1.0447895424836602,1.0087111111111111
Pyroar,Fire Fang,Overheat,50,1.4397474398876702,1.4283978969107463,1.1856302256249807,1.4097695983248064,1.431827425036551,1.2381853182805074,1.402813325966521,1.4336703152298893,1.197801902429555,1.3985307391435162,1.458103500150436,1.1760104302477183,1.3887128194690779,1.4463311332732436,1.183331879549133,1.4335134012050696,1.4861183253687928,1.2002389362144192,1.4010572086281865,1.4541612364956213,1.1593364432481152,1.4050393043982847,1.448324009683298,1.1829581206422892,1.3946349176031154,1.440390920956292,1.207674105200607,1.3925611349635991,1.4045454545454545,1.1807168191151765,1.3810823529411764,1.396235294117647,1.171827450980392
Infernape,Fire Spin,Blast Burn,35,1.7469882370510128,1.5872477904632514,1.4609786613294191,1.5251372878633982,1.5509221698260778,1.2773788394196055,1.580915973539206,1.5915689817372736,1.3286096136903252,1.5291595627319226,1.5808093471066091,1.2961463243405877,1.518206224134756,1.5639131993913489,1.2798631504472808,1.5465925618117597,1.5565785372948264,1.3074226054435902,1.476401593120836,1.5356929710242013,1.259929600623607,1.5286373568585496,1.5500621072960208,1.344944828774265,1.5301732828234595,1.5537834654442428,1.293243773809145,1.4934104909464252,1.5186671644577188,1.263804368116483,1.496240522875817,1.5245908496732026,1.2662274509803921
Mega Glalie,Frost Breath,Avalanche,30,1.5076990040011145,1.5375297989244159,1.5118549181656429,1.6012593150310657,1.5903179989446614,1.6105696533859473,1.5607627637493093,1.552663252049517,1.5783803963146028,1.5182153244408785,1.5917535853976532,1.5166984254337579,1.5409434090270306,1.604425319105632,1.5496079628606596,1.535437876584251,1.5836017037190941,1.5260881986287138,1.5115769216715589,1.5693580015346575,1.535753870138728,1.5660196023319704,1.5985783322604337,1.6167753166565422,1.5603412599879032,1.6192446863824956,1.6305775740404715,1.5167724472652604,1.551596042561135,1.556496173231286,1.523670588235294,1.523524183006536,1.5237856209150327
Mega Glalie,Ice Shard,Avalanche,30,1.5398991435028784,1.5732101978338981,1.5451058738255719,1.644582421730797,1.6407323131727523,1.6682983396146136,1.6012155240640913,1.5920528021264206,1.6386548598563473,1.5215249222745963,1.5980844448901814,1.5187669240798314,1.5383847488345497,1.5997538258754203,1.5385785867279194,1.5615001038853105,1.6134817161853314,1.5656165593185123,1.5306870638100922,1.6040217775233547,1.5625981998221745,1.5647139891017563,1.6023773040900149,1.6081981630747193,1.559789471450249,1.6270546164539097,1.6685024246861704,1.53273287287661,1.5509520253873437,1.5573175284674259,1.5803816993464053,1.5724339869281045,1.567926797385621
Mega Glalie,Ice Fang,Avalanche,30,1.5324815105527803,1.5789086445564262,1.5322265464936067,1.6343085134117676,1.6435521109899116,1.6721004782393782,1.6077769647736946,1.6057192348470142,1.6441082921438919,1.5033597432554406,1.5790918664125964,1.5027579981947647,1.5246319502999641,1.6010816154450032,1.5222186685275103,1.5394634323706629,1.5864715354248908,1.5418398088510283,1.5124173294520298,1.584083407427256,1.5305652655810384,1.5430625697007063,1.6015250287869585,1.582212833090042,1.547660734939887,1.6224917497002302,1.6195736372414817,1.5270673884636923,1.548403957438865,1.5400317341795782,1.5517490196078432,1.585516339869281,1.5633359477124185
Shadow Arcanine,Fire Fang,Flamethrower,40,1.2908702833925518,1.3045691380575746,1.0764710060335423,1.2698663307380904,1.319037597999445,1.075702811663785,1.2554153538309913,1.303851150566697,1.0922215419534995,1.2778056363454016,1.3406503861197472,1.0649633938421421,1.2700064935694277,1.3202686593202104,1.075771232518245,1.315201018076044,1.3712081861624765,1.0951199875337627,1.2839482113930063,1.3412177386940793,1.0716660779752263,1.3154506632333876,1.344473357330021,1.0936958827849457,1.310009656299409,1.3536752300003183,1.0906843238998716,1.2738006346835915,1.3086055628150084,1.0562161657644205,1.2734117647058825,1.312481045751634,1.067837908496732
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam or Flamethrower,30,1.4107999133122198,1.4689044012260128,1.2779363209050496,1.4782790056458526,1.5020408078136764,1.382078432926562,1.2656890707363329,1.2749533352248124,1.1592933833081966,1.2021988767425533,1.2591766121753083,1.099450907632133,1.4437918568700994,1.5339070934977077,1.299179096521579,1.22919696654893,1.2655568252649074,1.1224548098898814,1.4160383908017977,1.4927590952827545,1.263376490505828,1.4524131177862603,1.4900945662916052,1.331870562955038,1.4286972484852345,1.525504302889462,1.359532677553879,1.2087922344595856,1.240106402837409,1.1133190218405824,1.2298248366013071,1.2533856209150327,1.1193830065359478
Mega Houndoom,Fire Fang,Flamethrower,45,1.176655490742073,1.2128330695669436,0.9877344075819027,1.1860711998948832,1.2333632971612227,0.988893917621025,1.1835471202233936,1.2215120880433648,0.9901981573013574,1.1797588005215123,1.2369371176411592,0.9956749573763914,1.1945841692592485,1.2395448686263677,0.9965981449713603,1.2188733638063578,1.266556721379597,1.0065707458965303,1.1853403651510908,1.2534012155463259,0.9923876106841406,1.193774763584271,1.223586265674159,1.0148150834595124,1.2006388013455151,1.2467343668757096,1.008733114740182,1.1611722979279449,1.2007560201605376,0.9744166511106963,1.171607843137255,1.2082928104575164,0.9952418300653595
Mega Charizard X,Fire Spin,Blast Burn,40,1.2053972248983331,1.2146597049337367,0.999185936182496,1.1816934220707578,1.2266954764352918,0.9861283466849647,1.1814744575686533,1.210384219092986,0.9972613376737797,1.1726130779259853,1.2350441279711162,0.9815214120950757,1.1953207532540535,1.2340301805599976,0.9892904563913199,1.2184578225638893,1.2560902763349262,1.0055838354456679,1.1698354505925483,1.2088108838897482,0.9845316249101738,1.1941374339259971,1.2175931382771346,1.0032640330755351,1.1930623202708008,1.240876919322149,0.9883593841191015,1.163552361396304,1.189985066268434,0.9738286354302781,1.1590169934640524,1.1970300653594772,0.9857464052287582
Entei,Fire Spin or Fire Fang,Overheat,50,1.2634215812506715,1.3189818920882832,1.0739195442699558,1.3059084358256148,1.3679982146842222,1.097785666166806,1.3044604058715488,1.353150058984276,1.0918482237519973,1.3039063283522214,1.3870474375689499,1.101356433657607,1.300487502301825,1.3692127273960786,1.0987313309878948,1.3406918761687097,1.3992572200290878,1.1138972574277997,1.2826815098108473,1.3660158581294228,1.0784258796877093,1.3031924056830444,1.3360866056776042,1.09767618978539,1.2924797589108543,1.3557550483345537,1.1047973768821826,1.2688165017733806,1.3155030800821355,1.0809501586708978,1.2643032679738562,1.3190588235294118,1.0845385620915033
Shadow Ho-Oh,Incinerate,Sacred Fire+,40,1.2054008672420355,1.26841523446677,0.9980659154939837,1.1588013356497944,1.255946707489775,0.9744966806891819,1.1773619842609047,1.2520584765630833,0.9941702629653412,1.1822911443185238,1.2637022364858088,0.9751404071808244,1.1818199439808488,1.2501187257096888,1.0025102007191384,1.2012258466652814,1.2520777062123416,0.9916761894868066,1.163489762858848,1.2460811419801956,0.9884169884169884,1.173882295340593,1.236905333974051,0.994260741842184,1.1982830887424527,1.273581001496196,1.0006048451278133,1.1412077655404145,1.1899197311928318,0.9591469105842823,1.1587660130718955,1.216637908496732,0.9627607843137256
Magmortar,Fire Spin,Fire Punch,35,1.5975319479072003,1.6259604405050474,1.3251756975543483,1.58870162075805,1.6428283906921644,1.3407804916709596,1.5741633939104336,1.6318694282258426,1.329260680633745,1.589960886571056,1.6677364356634239,1.3304959382208403,1.5762412894096667,1.641903875788678,1.3307552893515153,1.5992494286307917,1.6549709121130272,1.338679098275504,1.5615872745210284,1.6295994056246421,1.3274545388110057,1.629831448958683,1.6708131975737355,1.3596420443727164,1.622566028926453,1.6802067084752597,1.352847547193837,1.5528840769087175,1.5950438678364756,1.3194418517827142,1.5526065359477126,1.5966640522875817,1.30159477124183
Reshiram,Fire Fang,Overheat,40,1.2154719475793894,1.250531326887599,1.011737452581238,1.1889765093322378,1.242571438701725,1.0085678472136768,1.2014604208042767,1.2327265668164917,1.033909238878851,1.1973096981245612,1.25853725804834,0.9995110821382007,1.2196474088719602,1.2786032041403774,1.0323709281927524,1.2124974028672346,1.2660762518179929,1.0142063162268855,1.1968381179737646,1.2443516071276324,1.001169262998916,1.2359714578441063,1.2540415076206106,1.0103089044635654,1.2077589957448616,1.24954636615414,1.0056346098748925,1.1812021653910771,1.2154470785887623,1.007578868769834,1.1998222222222223,1.2296261437908498,0.9993411764705883
Alakazam,Confusion,Fire Punch,35,2.057543566983611,2.0348535868890196,1.8132952829827882,2.0943151457764557,2.062780128767986,1.8917652309752286,1.743464691564502,1.7330506070153957,1.6142697149342213,1.6617189850566643,1.7261182429044228,1.5074465951258649,1.9978193236995898,2.089679101367526,1.7711065236143013,1.6947589860793684,1.7445330355287763,1.525529815084147,1.995712702337308,2.060399741787754,1.819105270209371,2.0402564079316003,2.072135130969327,1.816679209015985,2.058924649030656,2.095639809420728,1.8389520262311783,1.651269367183125,1.673175284674258,1.5006160164271047,1.6508130718954248,1.6767581699346406,1.507524183006536
Heatran,Fire Spin,Flamethrower,45,1.3136531432515566,1.3663542142827223,1.107033912041042,1.343241557813155,1.406276135792453,1.140660358272832,1.3591321098451477,1.4176116594740693,1.133588185225559,1.3819326045532043,1.454568247918965,1.1298766422625615,1.379117843747274,1.4439275433954584,1.1537037575475628,1.390985352171203,1.4249688344068148,1.1448161230002076,1.3589150213755892,1.4110203037647833,1.1487156376746281,1.3977314970125032,1.4363558884063359,1.155721577978657,1.3886819681872686,1.4422266789757956,1.1460966266619976,1.344091842449132,1.3987306328168752,1.1228859436251633,1.3554196078431373,1.4013699346405228,1.1218614379084968
Magmortar,Fire Spin,Fire Blast,50,1.4727124715669544,1.4425830044600498,1.240207103662923,1.4293100463639834,1.449290566399773,1.2372676326003667,1.4544148610509655,1.4778443113772455,1.2376483939850973,1.4303104001604654,1.474463443987564,1.2030889579781365,1.3960398918384553,1.450605258822047,1.1879646052006707,1.447810617078745,1.4945719925202576,1.2145751090795762,1.4230783284411044,1.4622973581964118,1.1727342484440275,1.4279963370295488,1.4597662589647575,1.2028324553688812,1.4021795647237343,1.441420218805378,1.1988030433260115,1.4141683778234087,1.4301474705992159,1.2093895837222326,1.4081464052287582,1.415351633986928,1.208711111111111
Charizard,Fire Spin,Blast Burn,30,1.5847618908863097,1.5995024558502413,1.3174266113273247,1.5430425868725064,1.5990860684885508,1.29890273991745,1.572903071662162,1.6055908133856975,1.3502889482879628,1.5838932905425733,1.6284098886771636,1.3201283722796109,1.5743707537386482,1.6199226586805453,1.2928212136190502,1.574252025763557,1.616741117805942,1.335237897361313,1.5354615543889991,1.5797230308271317,1.2793807778034907,1.5789941338072226,1.6042631898669908,1.3254875649406581,1.5709631893377476,1.6211228896741265,1.324292490370229,1.5503826768713833,1.5806794847862609,1.2836382303528093,1.5434562091503268,1.5836130718954249,1.285113725490196
Charizard,Fire Spin,Blast Burn,45,1.3802260802736128,1.404593359643196,1.1496056252356142,1.3608235811849407,1.41578878212682,1.14052896236863,1.3920737079457046,1.436955515403109,1.1526423462302329,1.3790993882258549,1.4350115334469962,1.1589735232173302,1.396902470463951,1.4459919169598463,1.1582977156204266,1.4180215042592976,1.4509531477249116,1.1753324329939747,1.3652241696405734,1.4121286676491724,1.1264143819348866,1.3955464082036033,1.4339078635996845,1.1597109517376443,1.3953246532751833,1.4469593268179841,1.1692823565615085,1.3718125816688445,1.4111162964345716,1.133078215419078,1.3662013071895425,1.4070169934640524,1.1526901960784315
Alakazam,Confusion,Fire Punch,50,1.7762453628411738,1.8214013188926546,1.5753828558524268,1.8425293085864094,1.875080036790853,1.6936702630212297,1.55083249958935,1.5611330954051996,1.4203353890722297,1.487601544478989,1.5467856784675558,1.3395221141309799,1.7932428110371295,1.8690528111340485,1.5907597476230628,1.5142193018907126,1.558941928111365,1.3640530853937254,1.7542598930611548,1.8343909479556166,1.5469593072116732,1.8045478860852457,1.855793205371148,1.6031479785661829,1.7952227846220778,1.8865756215579537,1.651237810248411,1.478812768340489,1.5239966399103977,1.3579895463879037,1.4841411764705883,1.5169777777777778,1.3573437908496733
Kyurem (Black),Dragon Tail,Glaciate,40,1.2167868336559842,1.2279633653070405,1.2141169957220672,1.1749108906348091,1.2440939626710492,1.1833369136979188,1.181456538294981,1.2480385861693073,1.2092821837621515,1.2259803429946845,1.2961212516297262,1.227497242001805,1.2279824382868607,1.2731175917580126,1.2241250642088022,1.2590639933513401,1.2965665904841055,1.253661957199252,1.2051082177265142,1.2732299672362763,1.2055954106427291,1.1859229506859004,1.2298151287933052,1.184590137180057,1.2191343286749647,1.282462674688823,1.2112182854232325,1.1968919171177899,1.2337782340862422,1.1858596229232778,1.1970196078431372,1.2407529411764706,1.207278431372549
Kyurem (Black),Shadow Claw,Avalanche,40,1.2700251503832656,1.3257275126252739,1.2698393908544392,1.266343669115914,1.361276167077192,1.2666982294923321,1.257691101587349,1.3524482207654518,1.2622157181895561,1.3313860194564235,1.404986962190352,1.3335297362350818,1.3523003711995658,1.4331113889454248,1.344653466306128,1.337055890297112,1.416229482651153,1.3375493455225431,1.3161029438631962,1.4075003349451298,1.3044712129885632,1.3388610337918092,1.3972872258438886,1.3324689690188862,1.3316779677203705,1.4248559513577181,1.3243349356423562,1.2946331902184058,1.3863076348702632,1.2904704125443345,1.3072522875816994,1.381437908496732,1.3089464052287583
Kyurem (Black),Shadow Claw,Glaciate,40,1.2504894399350206,1.267715904475894,1.2520665747581938,1.2149303288860338,1.294105746589442,1.23821451737033,1.2056266519330416,1.2939955500470381,1.2432212880971225,1.2204643466051548,1.3187619095376593,1.2274220238692206,1.3014373079793369,1.351292414154043,1.3001967454617702,1.2697901516725534,1.3302903594431748,1.253480157905672,1.2164110933827021,1.2672374943668319,1.2215266190029597,1.2721115573971151,1.3292956035287824,1.2735078382127607,1.2992816137692462,1.3645412196648947,1.2905909443011916,1.271644577188725,1.3126470039201046,1.2640563748366622,1.2754614379084968,1.3139869281045753,1.278807843137255
Kyurem (Black),Shadow Claw,Blizzard,40,1.4816762794187548,1.5146686286758078,1.4817436627772507,1.4434778618757913,1.5437788210658918,1.4606031280567797,1.4243552794660057,1.5342064001672466,1.4639419415533024,1.464710159462441,1.599651489319025,1.4740372079029185,1.542794560908712,1.6269105147365257,1.5411372469204003,1.4952212757116143,1.5903542489092042,1.4931955121545812,1.4580953192940573,1.535912207836498,1.4644897263193792,1.4906476385627376,1.525998930122492,1.4854523859175106,1.5173229766869343,1.615944566474602,1.5159965619329578,1.4913384356916184,1.5667631136830316,1.4819488519693857,1.498007843137255,1.5666928104575164,1.5026091503267975
Kyurem (Black),Dragon Tail,Ice Beam,40,1.3049115183656075,1.3818560290804722,1.3047494340708472,1.3007798242631923,1.3984466084214346,1.3111851284864235,1.2962414323472755,1.3909656995236461,1.3062135081458033,1.3479966904021663,1.4359392237488717,1.3503911342894392,1.3553823937041451,1.4207832989271072,1.355876680332238,1.3661048202784125,1.4332147309370455,1.359417203407438,1.3112675541697623,1.4237360388779947,1.3146413651145512,1.3690080059477936,1.4227376170745198,1.356550279709501,1.33454302358896,1.418807500079585,1.331762858264625,1.3035000933358223,1.3729232779540788,1.3044241179764793,1.309845751633987,1.389134640522876,1.3082666666666667
Kyurem (Black),Shadow Claw,Ice Beam,40,1.3379093311382142,1.4308965446906465,1.3381114812137018,1.3469143861829906,1.4587740136443175,1.3493817092730052,1.337276569056401,1.4421670374960802,1.3445488076216645,1.412734429846555,1.5059296961187443,1.4085598234881154,1.4335765998895122,1.5285668595353705,1.4255710948933407,1.4295397880739662,1.5091029503428215,1.4191772283399127,1.379048268638174,1.499920831151115,1.3784758169616214,1.4148586039005195,1.4911191100069814,1.406009447562402,1.4178206475026263,1.5043028894619002,1.4225108500726875,1.380287474332649,1.4708138883703565,1.3763207018853836,1.3870326797385621,1.4600993464052288,1.3856
